Trajectories
100
,,test2:hip_center,,,test2:hip_top,,,test2:hip_bottom,,,test2:knee,,,test2:heel,,,test2:toe,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
59,0,394.933,96.5899,-372.827,272.944,107.793,-369.105,467.282,76.9024,-392.679,325.656,-3.07622,-320.782,534.861,-74.7635,-407.389,519.536,-128.497,-355.178
60,0,394.911,96.6094,-372.86,272.944,107.794,-369.099,467.3,76.9331,-392.505,325.62,-3.06633,-320.804,534.893,-74.7638,-407.392,519.541,-128.5,-355.148
61,0,394.902,96.6068,-372.829,272.936,107.799,-369.098,466.565,75.9062,-394.581,325.638,-3.11574,-320.831,534.865,-74.767,-407.324,519.555,-128.509,-355.153
62,0,394.876,96.6015,-372.857,272.924,107.791,-369.083,467.264,76.9133,-392.538,325.612,-3.08919,-320.801,534.848,-74.7436,-407.304,519.538,-128.519,-355.163
63,0,394.884,96.6339,-372.771,272.923,107.773,-369.099,467.315,77.0014,-392.45,325.62,-3.11446,-320.839,534.857,-74.7727,-407.307,519.532,-128.507,-355.117
64,0,394.914,96.6359,-372.792,272.928,107.791,-369.085,467.066,76.6754,-392.926,325.581,-3.1019,-320.8,534.864,-74.7803,-407.3,519.532,-128.534,-355.106
65,0,394.917,96.6146,-372.872,272.946,107.792,-369.108,466.561,75.9448,-394.391,325.623,-3.06496,-320.819,534.875,-74.7879,-407.309,519.541,-128.508,-355.087
66,0,394.915,96.6048,-372.87,272.949,107.767,-369.116,467.23,76.8744,-392.519,325.625,-3.06526,-320.823,534.888,-74.7749,-407.294,519.556,-128.515,-355.081
67,0,394.907,96.6125,-372.865,272.936,107.753,-369.135,467.292,76.9316,-392.589,325.621,-3.06674,-320.801,534.876,-74.7654,-407.295,519.514,-128.51,-355.113
68,0,394.901,96.5986,-372.841,272.927,107.791,-369.083,467.266,76.9282,-392.591,325.596,-3.09213,-320.834,534.855,-74.7921,-407.314,519.518,-128.545,-355.139
69,0,394.902,96.5901,-372.852,272.924,107.79,-369.085,467.031,76.6494,-392.935,325.61,-3.1291,-320.84,534.864,-74.7721,-407.269,519.512,-128.52,-355.106
70,0,394.901,96.615,-372.837,272.934,107.785,-369.086,467.256,76.9121,-392.583,325.614,-3.07219,-320.804,534.858,-74.7491,-407.262,519.525,-128.516,-355.096
71,0,394.907,96.632,-372.805,272.947,107.798,-369.073,467.1,76.7197,-392.965,325.626,-3.06494,-320.824,534.876,-74.7852,-407.304,519.528,-128.502,-355.076
72,0,394.912,96.6158,-372.855,272.938,107.798,-369.12,467.277,76.9022,-392.606,325.623,-3.06568,-320.815,534.855,-74.794,-407.285,519.534,-128.517,-355.061
73,0,394.909,96.6066,-372.833,272.955,107.769,-369.132,466.569,75.9102,-394.565,325.643,-3.11456,-320.849,534.861,-74.8023,-407.291,519.546,-128.548,-355.137
74,0,394.918,96.6194,-372.814,272.949,107.798,-369.089,467.28,76.942,-392.561,325.624,-3.06469,-320.821,534.874,-74.785,-407.287,519.506,-128.54,-355.081
75,0,394.911,96.5854,-372.844,272.924,107.79,-369.085,467.278,76.9384,-392.584,325.611,-3.07855,-320.826,534.835,-74.7775,-407.259,519.528,-128.533,-355.093
76,0,394.859,96.6236,-372.809,272.923,107.79,-369.082,466.5,75.8859,-394.47,325.598,-3.09126,-320.844,534.839,-74.7814,-407.245,519.51,-128.547,-355.065
77,0,394.899,96.6163,-372.829,272.923,107.791,-369.079,467.244,76.9361,-392.51,325.607,-3.07769,-320.819,534.846,-74.7629,-407.245,519.52,-128.512,-355.076
78,0,394.918,96.5932,-372.888,272.927,107.793,-369.115,467.272,76.9298,-392.603,325.636,-3.05148,-320.794,534.864,-74.7873,-407.28,519.536,-128.522,-355.04
79,0,394.941,96.6001,-372.843,272.934,107.767,-369.145,467.013,76.5196,-393.238,325.656,-3.08296,-320.818,534.87,-74.7878,-407.276,519.545,-128.529,-355.081
80,0,394.899,96.5848,-372.848,272.935,107.754,-369.115,467.302,76.9228,-392.561,325.647,-3.09463,-320.795,534.891,-74.8079,-407.267,519.549,-128.53,-355.072
81,0,394.888,96.5916,-372.865,272.925,107.791,-369.081,467.255,76.9046,-392.692,325.612,-3.07325,-320.787,534.852,-74.8074,-407.27,519.525,-128.56,-355.102
82,0,394.893,96.5986,-372.803,272.911,107.779,-369.09,467.269,76.9925,-392.457,325.601,-3.09743,-320.778,534.84,-74.7813,-407.243,519.497,-128.53,-355.059
83,0,394.886,96.6263,-372.817,272.915,107.785,-369.098,466.511,75.9373,-394.275,325.608,-3.08968,-320.793,534.858,-74.8084,-407.307,519.533,-128.538,-355.077
84,0,394.888,96.6123,-372.816,272.927,107.792,-369.118,467.096,76.7054,-392.908,325.622,-3.08847,-320.856,534.861,-74.8032,-407.276,519.551,-128.524,-355.056
85,0,394.897,96.6134,-372.836,272.934,107.797,-369.106,466.482,75.8948,-394.369,325.623,-3.06448,-320.81,534.868,-74.7888,-407.263,519.519,-128.551,-355.074
86,0,394.91,96.6224,-372.825,272.935,107.741,-369.146,467.019,76.5915,-393.122,325.622,-3.08311,-320.84,534.863,-74.8053,-407.293,519.519,-128.531,-355.064
87,0,394.874,96.5933,-372.83,272.931,107.755,-369.11,466.941,76.4511,-393.404,325.624,-3.09772,-320.814,534.862,-74.7956,-407.259,519.509,-128.506,-355.059
88,0,394.875,96.6024,-372.795,272.912,107.767,-369.115,466.52,75.9462,-394.274,325.605,-3.10853,-320.809,534.854,-74.8101,-407.274,519.512,-128.542,-355.048
89,0,394.896,96.6155,-372.803,272.919,107.775,-369.111,467.247,76.9474,-392.502,325.621,-3.09445,-320.813,534.856,-74.7679,-407.247,519.527,-128.537,-355.069
90,0,394.881,96.621,-372.822,272.917,107.811,-369.047,466.546,75.9363,-394.361,325.622,-3.05952,-320.769,534.868,-74.7811,-407.229,519.534,-128.537,-355.069
91,0,394.886,96.5867,-372.863,272.922,107.782,-369.092,467.29,76.963,-392.421,325.641,-3.1078,-320.798,534.88,-74.7718,-407.207,519.535,-128.522,-355.061
92,0,394.881,96.5988,-372.866,272.909,107.77,-369.097,467.253,76.9417,-392.382,325.624,-3.05823,-320.775,534.858,-74.8006,-407.273,519.544,-128.543,-355.081
93,0,394.878,96.5976,-372.861,272.923,107.769,-369.074,466.53,75.8993,-394.306,325.612,-3.07199,-320.792,534.843,-74.7828,-407.246,519.531,-128.538,-355.08
94,0,394.914,96.6058,-372.828,272.94,107.76,-369.098,467.253,76.914,-392.58,325.619,-3.09538,-320.799,534.852,-74.7716,-407.235,519.516,-128.541,-355.072
95,0,394.889,96.6549,-372.752,272.925,107.781,-369.096,467.275,76.9226,-392.604,325.61,-3.10248,-320.785,534.856,-74.7695,-407.25,519.523,-128.499,-355.015
96,0,394.918,96.6311,-372.813,272.935,107.786,-369.084,466.572,75.9362,-394.547,325.622,-3.07684,-320.797,534.858,-74.7684,-407.247,519.526,-128.51,-355.057
97,0,394.909,96.6021,-372.862,272.935,107.799,-369.101,467.269,76.9245,-392.605,325.622,-3.08146,-320.82,534.862,-74.7616,-407.248,519.539,-128.52,-355.049
98,0,394.896,96.6217,-372.836,272.942,107.773,-369.114,466.974,76.4884,-393.355,325.619,-3.12324,-320.843,534.871,-74.7889,-407.279,519.544,-128.538,-355.051
99,0,394.879,96.6119,-372.814,272.925,107.742,-369.135,466.678,76.1069,-393.991,325.618,-3.12181,-320.844,534.837,-74.8036,-407.254,519.535,-128.539,-355.075
100,0,394.878,96.612,-372.802,272.915,107.778,-369.095,467.266,76.9347,-392.53,325.583,-3.10014,-320.845,534.85,-74.772,-407.22,519.515,-128.516,-355.019
101,0,394.88,96.6045,-372.824,272.935,107.785,-369.085,466.536,75.9733,-394.285,325.612,-3.09731,-320.845,534.851,-74.7643,-407.188,519.518,-128.542,-355.045
102,0,394.891,96.6052,-372.816,272.924,107.791,-369.082,466.887,76.4762,-393.21,325.606,-3.09641,-320.825,534.851,-74.7673,-407.232,519.527,-128.497,-354.999
103,0,394.905,96.6582,-372.788,272.945,107.793,-369.104,467.031,76.6427,-393.07,325.625,-3.06029,-320.786,534.862,-74.7542,-407.203,519.537,-128.524,-355.061
104,0,394.893,96.6378,-372.833,272.936,107.798,-369.101,467.019,76.6065,-393.091,325.62,-3.06486,-320.805,534.847,-74.773,-407.262,519.523,-128.493,-355.033
105,0,394.903,96.6175,-372.822,272.922,107.786,-369.114,467.235,76.9171,-392.462,325.624,-3.06466,-320.82,534.85,-74.7911,-407.242,519.544,-128.543,-355.084
106,0,394.897,96.6342,-372.803,272.899,107.789,-369.107,467.137,76.777,-392.766,325.598,-3.10338,-320.809,534.863,-74.774,-407.255,519.522,-128.528,-355.078
107,0,394.889,96.6172,-372.802,272.901,107.783,-369.142,467.283,76.986,-392.462,325.61,-3.07265,-320.785,534.865,-74.7726,-407.269,519.509,-128.526,-355.085
108,0,394.893,96.6486,-372.8,272.929,107.806,-369.106,467.067,76.6627,-393.009,325.62,-3.08263,-320.779,534.86,-74.7965,-407.3,519.518,-128.524,-355.097
109,0,394.889,96.6354,-372.809,272.918,107.833,-369.101,466.449,75.8857,-394.205,325.649,-3.05722,-320.764,534.876,-74.7884,-407.31,519.533,-128.542,-355.086
110,0,394.92,96.6179,-372.864,272.93,107.824,-369.15,467.26,76.9614,-392.573,325.659,-3.03634,-320.726,534.877,-74.7678,-407.288,519.535,-128.482,-355.069
111,0,394.911,96.637,-372.807,272.904,107.842,-369.094,467.258,76.9182,-392.665,325.649,-3.03079,-320.71,534.875,-74.7863,-407.306,519.551,-128.501,-355.067
112,0,394.884,96.6494,-372.81,272.89,107.831,-369.085,467.261,76.9595,-392.582,325.651,-3.02038,-320.748,534.874,-74.7874,-407.308,519.526,-128.512,-355.078
113,0,394.885,96.6576,-372.81,272.89,107.855,-369.098,466.548,76.0207,-394.129,325.614,-3.03458,-320.718,534.868,-74.7525,-407.264,519.555,-128.501,-355.059
114,0,394.888,96.6524,-372.811,272.906,107.848,-369.115,467.254,76.9592,-392.546,325.653,-2.98042,-320.673,534.873,-74.7781,-407.273,519.54,-128.499,-355.07
115,0,394.906,96.6378,-372.805,272.888,107.854,-369.098,467.287,76.9957,-392.528,325.669,-3.01156,-320.69,534.876,-74.7841,-407.305,519.553,-128.481,-355.056
116,0,394.916,96.6563,-372.85,272.899,107.865,-369.105,466.542,75.968,-394.384,325.667,-3.01788,-320.719,534.87,-74.7918,-407.319,519.565,-128.498,-355.115
117,0,394.902,96.6496,-372.849,272.874,107.879,-369.113,467.276,77.0307,-392.387,325.728,-2.96401,-320.639,534.854,-74.7502,-407.349,519.56,-128.502,-355.134
118,0,394.886,96.6557,-372.797,272.89,107.888,-369.093,466.601,76.0399,-394.288,325.668,-3.01203,-320.685,534.854,-74.7714,-407.358,519.569,-128.488,-355.154
119,0,394.9,96.6644,-372.817,272.873,107.905,-369.069,467.228,76.9652,-392.471,325.649,-3.00057,-320.689,534.835,-74.7568,-407.362,519.545,-128.476,-355.128
120,0,394.91,96.6431,-372.827,272.886,107.935,-369.05,466.466,75.9233,-394.439,325.655,-2.98861,-320.679,534.86,-74.7482,-407.322,519.543,-128.489,-355.108
121,0,394.936,96.6868,-372.788,272.884,107.912,-369.088,467.063,76.6979,-393.071,325.681,-2.94489,-320.63,534.864,-74.7568,-407.355,519.55,-128.469,-355.109
122,0,394.944,96.6606,-372.822,272.885,107.935,-369.089,467.279,76.9657,-392.59,325.704,-2.93979,-320.62,534.873,-74.7419,-407.341,519.562,-128.479,-355.136
123,0,394.95,96.6492,-372.832,272.876,107.952,-369.098,467.278,76.9712,-392.461,325.707,-2.93927,-320.63,534.863,-74.7239,-407.366,519.546,-128.495,-355.172
124,0,394.917,96.6557,-372.854,272.884,107.927,-369.121,467.253,76.9758,-392.475,325.72,-2.96935,-320.664,534.878,-74.7487,-407.422,519.554,-128.501,-355.182
125,0,394.926,96.6629,-372.814,272.905,107.925,-369.077,467.263,76.9684,-392.593,325.713,-2.94081,-320.62,534.869,-74.7168,-407.375,519.548,-128.485,-355.176
126,0,394.914,96.6689,-372.792,272.898,107.971,-369.049,466.501,75.9652,-394.384,325.716,-2.93354,-320.617,534.863,-74.7131,-407.357,519.568,-128.475,-355.176
127,0,394.925,96.6838,-372.794,272.882,107.96,-369.041,466.455,75.9252,-394.577,325.721,-2.89962,-320.599,534.87,-74.6958,-407.365,519.578,-128.45,-355.153
128,0,394.942,96.6658,-372.846,272.906,107.958,-369.083,467.295,76.9986,-392.615,325.72,-2.92228,-320.644,534.889,-74.7057,-407.364,519.564,-128.467,-355.156
129,0,394.944,96.6668,-372.842,272.932,107.902,-369.064,466.966,76.5668,-393.211,325.742,-2.92685,-320.604,534.887,-74.736,-407.404,519.595,-128.518,-355.202
130,0,394.939,96.6118,-372.868,272.94,107.891,-369.102,466.95,76.4966,-393.37,325.738,-2.97781,-320.662,534.886,-74.7362,-407.406,519.594,-128.525,-355.203
131,0,394.918,96.627,-372.85,272.907,107.865,-369.11,467.072,76.6908,-393.127,325.693,-2.96458,-320.671,534.868,-74.7224,-407.407,519.576,-128.521,-355.236
132,0,394.897,96.6486,-372.806,272.889,107.892,-369.067,466.937,76.5309,-393.232,325.647,-3.02007,-320.696,534.83,-74.7372,-407.414,519.556,-128.465,-355.189
133,0,394.88,96.6752,-372.806,272.902,107.882,-369.08,467.254,76.9779,-392.616,325.614,-3.02174,-320.747,534.841,-74.72,-407.428,519.544,-128.444,-355.211
134,0,394.901,96.6468,-372.815,272.916,107.877,-369.082,467.004,76.6719,-393.01,325.64,-3.00696,-320.718,534.835,-74.703,-407.423,519.565,-128.466,-355.218
135,0,394.929,96.6591,-372.807,272.937,107.866,-369.082,467.262,76.9855,-392.578,325.662,-3.01611,-320.727,534.874,-74.7194,-407.413,519.556,-128.473,-355.236
136,0,394.926,96.6347,-372.818,272.935,107.847,-369.105,467.089,76.6976,-392.989,325.671,-3.05347,-320.814,534.887,-74.7403,-407.438,519.582,-128.479,-355.239
137,0,394.908,96.6348,-372.791,272.938,107.816,-369.11,466.568,75.9461,-394.371,325.664,-3.08761,-320.766,534.888,-74.7365,-407.405,519.567,-128.481,-355.208
138,0,394.89,96.604,-372.833,272.917,107.799,-369.085,467.262,76.9157,-392.537,325.659,-3.11868,-320.787,534.865,-74.781,-407.438,519.549,-128.498,-355.214
139,0,394.896,96.62,-372.788,272.909,107.821,-369.077,467.261,76.9609,-392.546,325.639,-3.09545,-320.804,534.85,-74.7448,-407.439,519.569,-128.498,-355.278
140,0,394.914,96.6362,-372.773,272.919,107.834,-369.062,467.254,76.9212,-392.512,325.643,-3.07614,-320.795,534.859,-74.7362,-407.42,519.56,-128.473,-355.262
141,0,394.91,96.6124,-372.833,272.934,107.799,-369.099,467.283,76.9059,-392.602,325.651,-3.09251,-320.81,534.86,-74.7398,-407.459,519.56,-128.47,-355.248
142,0,394.92,96.6277,-372.81,272.955,107.806,-369.09,466.996,76.5706,-393.137,325.63,-3.08805,-320.821,534.876,-74.7454,-407.424,519.568,-128.453,-355.226
143,0,394.906,96.5987,-372.833,272.947,107.798,-369.073,466.579,75.9648,-394.185,325.665,-3.1195,-320.829,534.886,-74.7548,-407.415,519.585,-128.483,-355.271
144,0,394.93,96.5939,-372.8,272.933,107.78,-369.119,466.567,75.9421,-394.439,325.649,-3.10143,-320.777,534.875,-74.7699,-407.454,519.57,-128.485,-355.221
145,0,394.916,96.6204,-372.784,272.927,107.791,-369.084,467.25,76.909,-392.525,325.648,-3.11305,-320.828,534.869,-74.733,-407.39,519.544,-128.485,-355.25
146,0,394.897,96.6444,-372.8,272.925,107.79,-369.084,467.227,76.949,-392.448,325.627,-3.12711,-320.874,534.859,-74.7352,-407.42,519.563,-128.467,-355.203
147,0,394.924,96.6037,-372.798,272.918,107.81,-369.107,467.298,76.9796,-392.458,325.628,-3.10855,-320.869,534.859,-74.7519,-407.442,519.564,-128.473,-355.263
148,0,394.917,96.6034,-372.818,272.944,107.793,-369.105,467.283,76.949,-392.586,325.664,-3.1123,-320.796,534.869,-74.7284,-407.437,519.593,-128.49,-355.277
149,0,394.926,96.5973,-372.803,272.956,107.805,-369.093,467.262,76.9147,-392.453,325.653,-3.11991,-320.857,534.863,-74.7398,-407.474,519.566,-128.498,-355.26
150,0,394.9,96.5768,-372.847,272.952,107.772,-369.089,466.549,75.9063,-394.395,325.66,-3.11805,-320.826,534.884,-74.7748,-407.431,519.581,-128.54,-355.265
151,0,394.889,96.6184,-372.779,272.936,107.785,-369.088,466.506,75.8789,-394.413,325.633,-3.1209,-320.827,534.87,-74.7772,-407.453,519.563,-128.479,-355.244
152,0,394.922,96.6142,-372.78,272.937,107.805,-369.069,467.062,76.667,-393.1,325.628,-3.10848,-320.868,534.881,-74.7299,-407.412,519.567,-128.487,-355.216
153,0,394.896,96.6168,-372.78,272.936,107.804,-369.071,467.053,76.7049,-392.902,325.62,-3.12151,-320.882,534.869,-74.7223,-407.405,519.561,-128.45,-355.177
154,0,394.905,96.6174,-372.819,272.927,107.792,-369.078,466.485,75.9236,-394.355,325.634,-3.10707,-320.864,534.88,-74.7277,-407.409,519.54,-128.481,-355.189
