Trajectories
100
,,2-19-16:hip_center,,,2-19-16:hip_top,,,2-19-16:hip_bottom,,,2-19-16:knee,,,2-19-16:heel,,,2-19-16:toe,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
37,0,123.405,298.248,-24.1559,19.07,361.327,-17.5067,196.329,247.758,-86.7956,74.8142,170.773,-41.7377,133.841,80.9506,-114.132,52.6479,48.5098,-84.6928
38,0,118.067,296.926,-23.6197,14.0108,359.159,-13.5445,190.488,247.735,-87.6827,71.1382,169.656,-40.3661,134.446,84.6714,-113.823,54.4213,49.198,-84.8859
39,0,112.506,295.461,-23.7744,8.84353,356.829,-10.0649,184.066,247.363,-89.6674,67.0496,168.115,-39.0858,134.721,89.0381,-114.593,56.3101,50.4251,-85.679
40,0,106.574,294.063,-23.8608,3.39831,354.31,-5.52276,177.173,246.88,-91.853,63.0513,166.166,-37.4902,135.199,94.1875,-115.084,58.8736,51.6494,-86.3896
41,0,100.078,293.072,-23.8411,-1.78835,350.93,2.35461,169.637,246.88,-93.9248,58.7205,164.356,-34.9082,135.028,99.6958,-114.458,61.0265,52.9036,-86.6466
42,0,92.8067,292.496,-23.9017,-6.32843,347.463,12.7366,161.209,247.367,-95.6396,53.6559,163.034,-31.3074,134.645,105.429,-113.736,63.6144,54.0072,-86.7664
43,0,84.895,292.534,-24.0162,-13.3638,345.331,17.7534,152.186,248.419,-97.2501,48.2036,162.16,-27.4915,133.105,110.732,-112.725,65.2698,54.9828,-86.6254
44,0,76.6519,293.298,-24.6802,-20.1287,344.834,21.2959,142.985,249.664,-98.9296,43.1741,161.821,-24.3922,131.167,116.218,-112.341,66.6401,55.9328,-86.438
45,0,68.9453,294.702,-25.9911,-27.2249,345.909,21.4449,134.67,250.763,-101.205,38.7512,162.355,-22.0552,128.952,121.036,-112.493,67.9396,56.6145,-86.1757
46,0,61.928,296.898,-28.389,-33.673,348.838,17.3016,126.984,251.772,-104.102,34.8747,163.826,-20.2804,126.834,125.564,-113.309,69.5318,57.228,-86.0587
47,0,55.7681,299.343,-31.7717,-39.7477,351.93,11.9046,120.158,252.552,-107.151,32.0093,165.918,-19.0743,125.225,129.261,-114.667,72.064,57.6349,-85.9683
48,0,50.4464,301.294,-35.6228,-45.7412,355.362,2.51528,114.103,252.91,-110.788,30.1446,167.541,-18.6748,123.912,132.616,-115.971,74.7943,58.0149,-85.9031
49,0,45.9468,301.753,-40.1708,-50.3118,356.148,-3.82834,108.827,252.06,-115.221,28.8686,168.678,-18.92,123.207,135.762,-116.744,78.812,58.3028,-85.817
50,0,41.9802,300.811,-44.9479,-54.7131,355.699,-10.6722,104.369,250.008,-120.418,27.765,169.024,-19.8872,122.236,138.315,-117.405,82.1448,58.4441,-85.6432
51,0,38.8673,299.391,-50.8878,-58.2784,356.097,-17.9743,100.472,246.428,-125.536,25.9906,168.54,-21.3626,120.425,140.478,-117.411,84.2122,58.5254,-85.4488
52,0,36.8832,297.194,-55.7641,-60.8765,356.941,-23.8752,97.4416,242.056,-129.745,23.2235,167.463,-22.9111,117.701,142.171,-117.451,84.9691,58.4025,-85.3048
53,0,34.2652,295.158,-59.2903,-63.6351,356.722,-28.2628,94.4904,239.399,-132.667,20.1239,166.231,-24.7368,114.989,143.979,-117.327,85.9218,58.3177,-85.3371
54,0,30.3309,293.603,-61.3522,-67.208,356.667,-31.247,90.5983,238.453,-134.348,17.7286,165.156,-26.0106,113.162,145.877,-116.947,88.3356,58.3284,-85.2119
55,0,26.1183,292.997,-62.833,-71.2849,356.893,-33.6373,86.6956,238.119,-135.247,15.9645,164.641,-26.3603,111.846,147.779,-116.111,91.1242,58.3813,-84.9803
56,0,22.0687,293.604,-63.933,-75.5292,357.759,-35.5021,83.4044,238.347,-134.981,14.1937,165.322,-25.7532,110.717,149.637,-114.9,94.0649,58.5357,-84.6704
57,0,18.0273,296.058,-67.9348,-79.4842,359.65,-37.1779,80.9381,239.357,-134.133,12.3057,167.34,-24.6005,109.321,151.205,-113.634,96.3179,58.7213,-84.56
58,0,14.9446,297.915,-67.4653,-83.2926,362.006,-38.258,78.4972,240.903,-132.13,10.1093,169.793,-22.8072,107.697,153.516,-111.905,98.6112,59.2742,-84.8445
59,0,11.5185,299.982,-66.1456,-87.0899,364.658,-39.0965,76.0018,242.83,-129.139,7.79297,172.153,-20.475,105.765,155.901,-109.734,100.645,60.0101,-84.5289
60,0,8.39932,302.177,-64.2748,-90.7904,367.124,-39.452,73.8606,244.835,-125.934,5.14801,174.711,-17.7106,103.286,158.496,-106.52,102.286,61.1406,-83.542
61,0,5.45476,304.429,-62.1515,-94.7185,369.408,-39.1202,71.5543,247.036,-122.691,2.08495,177.832,-14.3236,100.242,161.234,-102.484,102.836,62.4027,-82.137
62,0,1.2099,307.355,-63.4354,-98.8528,371.497,-38.3565,69.2244,248.903,-119.108,-1.54892,180.812,-10.5048,96.6024,164.029,-98.2343,103.788,64.0117,-80.6653
63,0,-1.45918,308.649,-58.441,-103.077,373.151,-37.0527,66.9523,250.429,-115.349,-5.63801,183.394,-6.48353,92.6229,166.891,-92.9741,104.914,65.6062,-78.5978
64,0,-4.28508,309.597,-53.7072,-106.79,374.603,-35.5765,64.9971,252.012,-111.478,-10.1839,186.202,-2.12938,87.781,170.723,-86.1134,103.72,67.7535,-75.2679
65,0,-7.31608,310.51,-50.8656,-110.214,375.702,-34.0156,63.1819,254.119,-107.583,-14.9412,189.927,2.92644,82.7568,177.324,-78.2597,99.0469,72.845,-69.3574
66,0,-10.4461,311.252,-47.9435,-113.571,376.282,-32.1012,60.9682,256.814,-103.831,-19.4633,193.858,8.20728,78.8624,185.318,-70.3018,90.027,79.5656,-59.9984
67,0,-13.5765,312.077,-45.1184,-116.98,377.032,-30.9644,58.3748,260.113,-100.625,-23.3267,197.852,13.1903,75.6195,192.643,-61.6382,79.1329,85.6855,-47.0393
68,0,-16.4747,313.296,-42.5341,-120.285,377.763,-29.4864,55.6088,262.584,-97.5764,-26.8916,201.668,17.4573,72.3893,196.35,-52.5123,67.0082,88.1474,-32.4355
69,0,-18.9281,314.468,-39.7959,-123.364,378.851,-28.4212,53.2794,263.266,-94.4427,-30.5783,204.301,21.0071,67.9529,197.749,-44.5015,52.1446,90.9406,-19.1907
70,0,-21.1453,315.198,-36.7927,-126.097,379.487,-26.6901,51.0167,262.367,-90.887,-34.909,206.021,24.7507,62.3617,195.7,-37.4167,36.4128,91.3074,-8.87171
71,0,-22.8418,315.513,-33.5016,-128.356,380.373,-25.4559,49.1032,259.644,-86.5046,-40.2584,206.488,28.0676,55.9347,189.154,-31.6598,18.762,88.9938,-0.508696
72,0,-23.4985,314.523,-26.4554,-130.143,381.043,-23.6546,47.7314,255.164,-81.0581,-46.3503,205.252,30.3928,48.0494,177.534,-26.8891,-3.14922,86.0781,9.28364
73,0,-23.8636,314.145,-23.0091,-131.155,381.414,-22.0119,46.5058,250.248,-75.8072,-52.7958,202.535,32.0015,37.3783,161.399,-22.7788,-27.485,82.2504,18.9583
74,0,-23.8623,313.181,-19.9026,-131.505,381.463,-20.4828,45.2947,245.768,-71.1673,-59.6485,198.938,32.7211,23.982,142.629,-19.0337,-52.0531,80.1756,28.5937
75,0,-23.6864,311.584,-17.1531,-131.217,381.076,-19.1926,44.2406,241.595,-66.9491,-65.9352,195.154,32.371,7.62111,122.846,-15.6682,-75.2211,77.7392,37.1791
76,0,-23.1184,309.647,-15.3954,-130.155,379.91,-17.4383,43.6834,237.213,-63.1265,-70.9967,191.588,31.0914,-11.0456,104.169,-12.2714,-96.8328,73.0017,43.7074
77,0,-22.0824,307.13,-13.1583,-128.437,378.42,-16.3957,43.6533,233.106,-59.4326,-75.06,188.408,28.9627,-30.8353,88.0868,-8.22689,-119.614,65.2194,47.0801
78,0,-20.7158,304.149,-10.6497,-126.44,376.632,-14.7195,43.7452,228.853,-55.9229,-78.6673,185.954,27.4855,-50.4509,75.6224,-4.43237,-142.121,57.3127,48.3736
79,0,-19.015,301.073,-7.37271,-124.137,375.05,-12.6088,43.9683,224.339,-52.2854,-82.1248,183.523,27.2961,-68.9658,66.4232,-1.7044,-162.229,52.618,49.7688
80,0,-17.167,297.908,-3.99663,-121.362,373.691,-10.4555,44.2339,219.5,-48.8927,-85.1177,180.944,27.8496,-85.1955,59.894,1.2936,-178.428,52.3288,52.5211
81,0,-14.9419,294.736,-0.752612,-117.855,372.357,-8.26039,44.7991,214.86,-45.8151,-87.5077,178.619,28.9311,-98.6053,55.0844,4.93938,-190.819,54.1478,55.9755
82,0,-12.5872,291.619,2.56074,-114.125,370.793,-6.06819,45.8869,210.666,-42.9837,-88.9748,176.578,30.4579,-108.799,52.1671,7.98536,-200.528,54.8372,58.4146
83,0,-10.0426,288.652,5.49286,-110.278,369.333,-4.18312,47.4144,206.792,-40.3596,-89.5721,174.136,32.2841,-115.762,49.5004,10.2507,-207.61,50.113,58.7087
84,0,-7.27355,285.763,8.19065,-106.64,367.805,-2.06166,49.5341,203.562,-38.0746,-89.1135,171.314,34.162,-119.617,46.743,11.1202,-212.428,40.732,57.3512
85,0,-4.43516,282.901,10.4083,-102.68,366.372,-0.332603,51.986,200.543,-35.9849,-87.7832,168.46,35.5048,-120.712,43.865,10.6166,-214.55,31.1073,54.7799
86,0,-1.39149,279.724,12.5826,-98.4509,364.166,1.99524,54.8366,197.418,-34.253,-85.5335,165.251,36.5811,-119.342,40.4038,9.54985,-213.532,23.1659,51.8104
87,0,1.85963,276.4,14.7316,-94.5464,360.937,5.32684,58.1006,194.138,-32.5439,-82.5021,161.193,37.1585,-116.851,36.1654,7.7618,-210.243,20.5031,48.5747
88,0,5.38472,272.799,16.6742,-90.4434,357.597,8.40589,61.7823,190.674,-31.3399,-79.0159,156.769,37.0676,-113.013,32.0195,3.64324,-206.964,21.0563,42.4263
89,0,9.27316,268.77,18.4823,-83.844,351.147,22.498,65.7536,186.936,-30.471,-75.2618,151.859,36.4003,-108.729,27.0384,-1.21547,-203.84,21.1795,36.0475
90,0,13.4629,264.264,20.5295,-78.4235,346.313,28.9539,69.9007,182.858,-29.7183,-70.7775,146.668,35.1532,-103.187,22.0661,-3.98844,-196.129,18.8421,36.0678
91,0,18.3805,260.287,22.3579,-73.2323,342.837,30.6815,74.2538,178.927,-29.3104,-65.867,142.604,34.9258,-98.8302,19.9755,-5.09038,-191.762,18.4764,36.2891
92,0,24.008,257.272,23.4752,-67.371,340.456,32.0181,78.6065,175.762,-28.9123,-62.3168,141.186,35.8554,-94.537,19.2492,-4.64131,-187.324,17.9079,36.6463
93,0,28.9385,255.301,24.23,-61.5583,339.282,33.0495,82.552,173.564,-27.9851,-59.3894,141.159,36.7613,-91.2388,18.8351,-4.3428,-184.106,17.672,36.6855
94,0,32.759,253.803,25.1395,-56.2147,338.95,34.0044,85.3635,171.485,-26.8231,-56.8551,140.503,37.5458,-88.0111,18.6787,-4.2269,-180.796,17.7129,36.5829
95,0,36.2979,252.409,26.1237,-51.4012,338.609,34.9227,88.288,169.623,-25.7856,-53.7378,139.775,37.9152,-83.8999,18.7507,-4.21719,-176.563,17.8071,36.5441
96,0,40.0887,251.477,26.9785,-46.9796,338.39,35.9018,91.4397,168.308,-25.1112,-50.2077,139.235,38.1558,-79.8141,18.7226,-4.24435,-172.398,18.0056,36.4765
97,0,43.9584,251.161,27.7429,-42.7406,338.414,36.8436,95.0938,167.806,-24.4252,-46.2453,138.857,38.4985,-75.1223,18.7734,-4.48628,-167.733,18.1203,36.3606
98,0,48.1083,251.229,28.5752,-38.476,338.611,37.7198,98.9611,167.788,-23.8857,-42.2044,138.81,38.7389,-71.1485,18.7983,-4.40205,-163.731,18.2838,36.2218
99,0,52.2868,251.353,29.3345,-34.0793,338.909,38.5341,103.12,167.719,-23.2187,-38.27,138.98,39.0733,-67.1532,18.9155,-4.33722,-159.727,18.464,36.1213
100,0,56.4583,251.317,29.882,-29.5698,339.14,39.1362,107.443,167.643,-22.3738,-34.2814,139.16,39.2429,-63.4808,18.9813,-4.3401,-156.146,18.6305,36.0543
101,0,60.6054,250.859,30.2818,-25.043,339.009,39.69,111.195,167.034,-21.8385,-30.441,139.038,39.57,-59.467,19.052,-4.51633,-152.194,18.7036,35.9347
102,0,64.5767,250.061,30.5601,-21.0179,338.414,40.2118,114.498,166.388,-21.5743,-26.7527,138.808,39.8146,-55.6708,18.916,-4.78948,-148.423,18.7379,35.7855
103,0,67.9311,249.166,31.0565,-17.3321,337.833,40.9934,117.34,165.241,-21.1253,-23.546,137.956,40.2952,-51.664,18.8671,-4.97515,-144.405,18.9033,35.6109
104,0,71.1257,248.051,31.624,-13.736,337.191,41.739,120.167,163.904,-20.7193,-20.3635,137.307,40.8828,-46.7221,18.9507,-5.135,-139.368,19.05,35.4805
105,0,74.4503,247.27,32.2179,-10.4167,336.44,42.5457,123.176,162.921,-20.5061,-17.0165,136.724,41.1407,-42.667,18.9666,-5.20464,-135.282,19.2241,35.3556
106,0,77.5398,246.889,32.9731,-7.43471,335.925,43.4024,126.181,162.531,-20.091,-13.8785,136.334,41.2989,-39.2838,18.9557,-5.19141,-131.916,19.3067,35.2573
107,0,80.2987,246.55,33.8624,-4.82636,335.501,44.1798,128.882,162.046,-19.5606,-11.2455,136.042,41.6848,-36.9922,18.7159,-5.22232,-129.609,19.4305,35.2396
108,0,82.7367,245.839,34.6858,-2.37513,334.95,44.9768,131.077,161.031,-18.8131,-8.82257,135.802,42.3107,-33.3741,18.793,-5.33583,-125.991,19.4174,35.0447
109,0,84.7861,245.079,35.7601,-0.300775,334.274,46.1198,133.158,160.298,-17.6808,-6.50193,135.611,42.7953,-28.8753,18.9859,-5.58796,-121.361,19.5237,34.9887
110,0,86.3929,244.582,37.0612,1.31131,333.695,47.3838,134.896,160,-16.3411,-4.48179,135.309,43.2956,-24.2377,19.3351,-5.67137,-116.647,19.8168,34.9236
111,0,87.5046,244.307,38.6761,2.26777,333.276,48.9107,136.344,160.095,-14.7961,-2.80861,134.974,43.8777,-19.8396,19.7884,-5.44318,-112.045,19.9902,34.7137
112,0,88.0819,244.382,40.6442,2.42911,332.989,50.6856,137.381,160.613,-12.9607,-1.68194,134.742,44.7806,-16.5578,20.0905,-5.05456,-108.575,20.2362,34.3728
113,0,88.1305,244.551,42.5554,1.95193,332.914,52.6549,138.154,161.265,-11.1183,-0.897484,134.406,45.6975,-12.9068,20.536,-4.74228,-104.558,20.3869,33.9108
114,0,88.0199,245,44.6009,1.35828,332.825,54.8375,138.912,162.219,-9.46195,0.0293586,134.093,46.6052,-9.35458,20.9119,-4.55109,-100.682,20.5317,33.6682
115,0,87.9851,245.359,46.4972,0.707528,332.708,57.0953,139.697,163.452,-7.83731,1.05364,133.706,47.4179,-5.66239,21.3098,-4.54906,-96.7161,20.5743,33.5405
116,0,87.9251,245.662,48.4429,-0.136554,332.333,59.5548,140.43,164.671,-6.37814,2.23929,133.326,48.2167,-2.55938,21.5767,-4.58101,-93.4672,20.662,33.4793
117,0,87.5522,245.579,50.5255,-1.44441,331.504,62.1992,140.721,165.602,-4.75271,3.07815,132.698,49.4512,1.28294,22.1215,-4.50508,-89.2586,20.7895,33.4681
118,0,86.5652,245.379,52.8669,-3.07038,330.609,64.8758,140.729,166.259,-2.84805,3.6542,131.756,50.7112,5.6951,22.7801,-4.63863,-84.5084,20.9581,33.3289
119,0,85.3818,245.354,55.4799,-4.94136,329.716,67.7459,140.568,167.109,-0.760261,4.07379,130.784,51.7996,9.36819,23.362,-4.61651,-80.4675,21.2091,33.1243
120,0,84.1711,245.491,57.9646,-7.04891,328.808,70.6759,140.32,168.314,1.16453,4.34762,130.094,52.7495,12.6354,23.9137,-4.45639,-76.9065,21.2974,32.94
121,0,83.0436,245.813,60.3843,-9.08672,327.926,73.8276,140.054,169.746,3.00096,4.55384,129.627,53.8216,15.1927,24.2775,-4.30313,-74.0407,21.4329,32.8694
122,0,81.9575,245.848,62.646,-10.9074,327.009,77.3015,139.682,171.013,4.45265,4.79964,129.044,54.9227,18.845,24.9056,-4.36922,-70.087,21.5382,32.6149
123,0,81.183,245.66,64.9226,-12.406,325.67,81.1494,139.574,172.205,5.45108,5.55184,128.197,56.0347,22.8759,25.4124,-4.55328,-65.8066,21.6748,32.3796
124,0,80.5806,245.042,67.3618,-13.8316,323.736,85.1103,139.38,173.276,6.56847,6.46988,127.051,56.9572,27.1902,26.1392,-4.5341,-60.9737,21.7741,32.1868
125,0,79.6019,244.274,69.9762,-15.3597,321.478,89.295,139.12,174.375,8.0319,7.12385,125.806,57.9431,31.3751,26.8984,-4.30615,-56.2477,21.812,32.1612
126,0,78.2396,243.593,72.7243,-17.3586,319.168,93.246,138.698,175.514,9.70354,7.55223,124.503,59.0172,35.0457,27.5192,-3.97031,-51.9844,21.9091,32.1909
127,0,76.7782,242.891,75.2567,-19.6118,316.854,96.5837,138.3,176.429,11.7443,7.77067,123.271,60.0095,38.7119,28.0869,-3.67454,-47.9293,21.9073,32.0805
128,0,75.0844,242.267,77.5593,-22.1277,314.56,99.143,138.114,177.502,13.8387,8.06019,122.188,60.7416,42.0676,28.681,-3.32137,-44.2028,21.9635,32.1162
129,0,73.2651,241.608,79.7222,-24.8533,312.301,101.013,137.885,178.525,16.0803,8.38112,121.27,61.4971,45.7165,29.2439,-3.13925,-40.139,21.9292,32.1067
130,0,70.9185,240.48,81.8029,-27.9752,309.842,102.489,137.168,178.743,18.6062,8.5306,119.794,62.2862,49.1785,29.8529,-3.21603,-36.368,22.1218,32.0918
131,0,68.0127,238.649,83.9192,-31.2572,307.501,103.624,135.786,177.557,21.2689,7.9639,117.281,63.043,53.5776,30.7927,-3.20558,-31.5251,22.3773,31.8677
132,0,65.2321,236.194,85.351,-34.0792,304.922,104.495,134.244,175.864,22.8825,7.4095,114.215,63.9547,57.8869,31.7866,-3.32842,-26.772,22.6626,31.6736
133,0,63.2456,233.532,85.3901,-36.1185,301.912,104.72,132.75,174.186,22.8716,6.90546,111.082,64.6763,61.4674,32.6419,-3.31038,-22.8841,22.8501,31.5017
134,0,61.9118,231.308,84.3587,-37.3922,299.031,104.053,131.297,172.007,21.7911,6.30098,108.289,65.1757,63.7245,32.9338,-3.5253,-20.2532,22.9951,31.355
135,0,61.0618,229.091,82.4829,-37.7931,296.793,102.868,129.6,168.999,19.7978,5.28928,105.619,65.5441,66.027,33.8275,-3.46786,-17.6479,23.2472,31.2462
136,0,60.5599,226.61,79.8747,-37.3745,295.231,101.318,128.06,165.293,16.8558,4.32101,102.999,65.8077,69.582,35.2664,-3.65485,-13.65,23.5263,30.9767
137,0,60.5666,224.232,76.708,-36.6202,293.642,98.7896,127.025,161.801,13.367,4.07759,100.626,65.6981,73.3961,36.9382,-3.74216,-9.37812,23.9988,30.9211
138,0,60.945,222.335,72.7928,-35.8043,292.249,95.4002,126.496,158.906,9.40088,4.63739,98.9403,65.0171,77.5824,38.7916,-3.93173,-4.74774,24.3403,30.7039
139,0,61.4023,221.122,68.093,-35.2232,291.211,90.8134,126.223,156.909,5.09552,5.65289,97.6558,63.8993,80.7609,40.595,-4.0053,-1.19112,24.6789,30.5825
140,0,61.7034,220.541,62.9707,-34.9448,290.913,85.5398,125.936,155.3,0.632279,6.44207,97.2393,62.7768,83.6635,43.4673,-3.89186,2.00452,25.3629,30.2638
141,0,61.8767,220.35,58.0212,-34.4437,292.2,80.3843,125.041,153.361,-3.44578,6.94819,97.3612,61.5979,86.1877,46.8513,-3.92348,4.83169,26.44,29.5374
142,0,62.1116,220.306,54.4471,-34.3394,293.725,76.1615,124.602,151.852,-6.55857,7.20286,97.8583,60.4143,88.6438,50.4611,-4.26219,7.25006,27.692,28.8039
143,0,62.1773,220.796,51.6661,-34.4505,295.103,72.5615,124.568,152.212,-9.07215,8.22869,98.8184,59.5754,90.6969,53.6782,-4.65716,9.55825,28.5366,28.4657
144,0,61.9914,221.958,48.9564,-34.6777,296.915,69.2253,124.379,153.301,-11.4175,9.62675,100.041,59.383,92.8065,57.1499,-4.76894,12.0878,29.3656,28.2106
145,0,61.6954,223.692,46.2922,-34.2348,299.513,66.1582,124.374,154.812,-13.3484,10.9636,101.544,59.3952,95.6882,61.0137,-4.64963,15.7751,30.2528,28.0913
146,0,62.304,225.614,43.8366,-32.8499,302.234,63.5406,125.205,156.375,-15.1955,12.8471,103.645,59.1046,98.5262,63.9487,-4.74962,19.3933,30.9259,27.9975
147,0,63.9167,227.204,41.6432,-30.876,304.38,61.3724,126.631,157.741,-17.0169,14.8756,105.408,58.5918,101.116,66.504,-5.18247,22.6172,31.4416,27.8571
148,0,65.8789,228.128,40.1204,-28.6685,305.961,59.7603,128.417,158.691,-18.4375,16.8724,106.667,58.2926,103.016,68.2759,-5.67701,24.9286,31.8235,27.6486
149,0,67.9853,228.492,39.2143,-26.3424,306.85,58.941,130.339,158.878,-19.3862,18.4881,107.365,57.9305,105.218,70.2282,-5.83302,27.6229,32.2249,27.2793
