Trajectories
100
,,test2:hip_center,,,test2:hip_top,,,test2:hip_bottom,,,test2:knee,,,test2:heel,,,test2:toe,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
37,0,395.375,94.8424,-372.74,273.299,108.335,-368.921,467.498,75.7582,-393.364,328.328,-6.54326,-326.397,542.242,-93.3893,-409.803,581.085,-173.054,-397.905
38,0,395.368,94.8341,-372.736,273.286,108.338,-368.954,467.455,75.7725,-393.335,328.33,-6.58517,-326.485,542.242,-93.3897,-409.818,581.124,-173.049,-397.94
39,0,395.36,94.8286,-372.734,273.257,108.339,-368.908,467.501,75.7646,-393.348,328.332,-6.58563,-326.398,542.246,-93.4119,-409.83,581.132,-173.051,-397.903
40,0,395.352,94.8422,-372.725,273.265,108.335,-368.934,467.472,75.7815,-393.349,328.288,-6.59288,-326.373,542.234,-93.4152,-409.808,581.095,-173.104,-397.949
41,0,395.356,94.8427,-372.781,273.248,108.344,-368.926,467.456,75.8118,-393.305,328.323,-6.57685,-326.423,542.232,-93.3708,-409.808,581.08,-173.074,-397.943
42,0,395.365,94.8593,-372.733,273.258,108.369,-368.883,467.451,75.7939,-393.344,328.314,-6.54669,-326.361,542.25,-93.4062,-409.816,581.106,-173.066,-397.922
43,0,395.358,94.8273,-372.797,273.276,108.37,-368.92,467.492,75.7707,-393.378,328.331,-6.53898,-326.362,542.244,-93.4128,-409.829,581.086,-173.08,-397.905
44,0,395.384,94.8428,-372.75,273.287,108.382,-368.895,467.509,75.7703,-393.403,328.323,-6.54503,-326.347,542.266,-93.3572,-409.751,581.137,-173.076,-397.901
45,0,395.35,94.8506,-372.765,273.253,108.406,-368.904,467.495,75.8079,-393.333,328.316,-6.53702,-326.389,542.241,-93.3821,-409.786,581.098,-173.043,-397.879
46,0,395.345,94.851,-372.717,273.241,108.372,-368.863,467.482,75.7687,-393.371,328.313,-6.55742,-326.339,542.221,-93.3922,-409.782,581.094,-173.078,-397.901
47,0,395.346,94.8393,-372.718,273.249,108.393,-368.869,467.469,75.8034,-393.269,328.301,-6.51325,-326.333,542.199,-93.41,-409.747,581.062,-173.1,-397.92
48,0,395.35,94.8256,-372.725,273.248,108.388,-368.903,467.459,75.8242,-393.265,328.332,-6.49986,-326.349,542.231,-93.3951,-409.784,581.111,-173.057,-397.909
49,0,395.361,94.8718,-372.744,273.262,108.375,-368.899,467.484,75.789,-393.341,328.357,-6.51079,-326.303,542.264,-93.3748,-409.767,581.156,-173.015,-397.848
50,0,395.381,94.8787,-372.747,273.293,108.422,-368.912,467.511,75.8074,-393.369,328.342,-6.52775,-326.322,542.262,-93.3398,-409.703,581.152,-173,-397.832
51,0,395.363,94.8872,-372.73,273.261,108.418,-368.884,467.473,75.8212,-393.268,328.378,-6.52016,-326.308,542.268,-93.3389,-409.686,581.126,-172.993,-397.8
52,0,395.377,94.8708,-372.685,273.272,108.438,-368.85,467.492,75.814,-393.316,328.34,-6.51525,-326.319,542.246,-93.3324,-409.721,581.128,-173.038,-397.864
53,0,395.37,94.8582,-372.684,273.249,108.41,-368.839,467.483,75.7723,-393.352,328.34,-6.50091,-326.296,542.251,-93.3616,-409.73,581.138,-173.031,-397.869
54,0,395.362,94.8709,-372.713,273.264,108.375,-368.898,467.502,75.7769,-393.344,328.363,-6.5173,-326.335,542.264,-93.3711,-409.736,581.116,-173.014,-397.803
55,0,395.367,94.8749,-372.736,273.277,108.392,-368.913,467.503,75.8074,-393.346,328.369,-6.49838,-326.326,542.26,-93.3763,-409.767,581.133,-173.095,-397.918
56,0,395.391,94.9019,-372.733,273.302,108.391,-368.892,467.517,75.7776,-393.362,328.363,-6.53922,-326.4,542.275,-93.3618,-409.77,581.156,-172.982,-397.802
57,0,395.375,94.8509,-372.722,273.276,108.388,-368.886,467.511,75.776,-393.335,328.35,-6.57238,-326.316,542.261,-93.3547,-409.75,581.146,-173.016,-397.824
58,0,395.378,94.8386,-372.748,273.276,108.356,-368.883,467.499,75.8009,-393.368,328.331,-6.53051,-326.295,542.244,-93.3828,-409.778,581.115,-173.063,-397.882
59,0,395.342,94.8436,-372.716,273.281,108.339,-368.873,467.472,75.8099,-393.269,328.35,-6.56141,-326.414,542.231,-93.4167,-409.793,581.114,-173.052,-397.871
60,0,395.395,94.8397,-372.732,273.276,108.313,-368.886,467.489,75.7571,-393.373,328.333,-6.58025,-326.387,542.239,-93.4006,-409.778,581.078,-173.078,-397.884
61,0,395.383,94.8127,-372.751,273.296,108.317,-368.936,467.483,75.7299,-393.38,328.365,-6.58915,-326.437,542.253,-93.4432,-409.843,581.116,-173.121,-397.992
62,0,395.376,94.7752,-372.792,273.295,108.318,-368.933,467.46,75.755,-393.371,328.331,-6.61131,-326.438,542.237,-93.4551,-409.878,581.105,-173.075,-397.954
63,0,395.373,94.8228,-372.733,273.315,108.302,-368.926,467.479,75.7876,-393.247,328.296,-6.57584,-326.451,542.245,-93.4081,-409.829,581.104,-173.105,-398.009
64,0,395.374,94.8323,-372.66,273.308,108.268,-368.905,467.462,75.7682,-393.285,328.323,-6.61758,-326.439,542.274,-93.4238,-409.856,581.064,-173.153,-398.059
65,0,395.369,94.7713,-372.737,273.292,108.299,-368.888,467.455,75.7579,-393.295,328.313,-6.61939,-326.418,542.253,-93.4415,-409.879,581.106,-173.112,-397.981
66,0,395.378,94.8077,-372.748,273.295,108.3,-368.902,467.49,75.7497,-393.404,328.342,-6.61806,-326.402,542.252,-93.4511,-409.912,581.092,-173.119,-397.982
67,0,395.394,94.7688,-372.762,273.32,108.277,-368.938,467.491,75.7243,-393.362,328.326,-6.66892,-326.536,542.243,-93.4522,-409.866,581.102,-173.124,-398.035
68,0,395.4,94.7677,-372.777,273.336,108.264,-368.935,467.466,75.7336,-393.322,328.323,-6.67628,-326.49,542.287,-93.5025,-409.955,581.126,-173.126,-398.018
69,0,395.397,94.8105,-372.794,273.31,108.282,-368.933,467.498,75.7232,-393.404,328.324,-6.62153,-326.426,542.269,-93.4665,-409.91,581.082,-173.108,-397.997
70,0,395.391,94.8207,-372.75,273.296,108.299,-368.908,467.492,75.7584,-393.361,328.312,-6.62788,-326.468,542.258,-93.4195,-409.877,581.051,-173.151,-398.037
71,0,395.355,94.797,-372.742,273.313,108.274,-368.888,467.505,75.762,-393.339,328.306,-6.6428,-326.496,542.249,-93.4413,-409.876,581.056,-173.145,-398.058
72,0,395.384,94.7602,-372.74,273.313,108.255,-368.9,467.496,75.7403,-393.392,328.297,-6.65242,-326.445,542.248,-93.4485,-409.908,581.051,-173.184,-398.12
73,0,395.376,94.779,-372.74,273.308,108.246,-368.963,467.464,75.7162,-393.351,328.329,-6.67343,-326.594,542.255,-93.4757,-409.919,581.085,-173.138,-398.071
74,0,395.376,94.7613,-372.803,273.322,108.233,-368.956,467.485,75.711,-393.405,328.33,-6.65615,-326.516,542.242,-93.4574,-409.91,581.108,-173.151,-398.018
75,0,395.39,94.738,-372.805,273.323,108.234,-368.956,467.503,75.7142,-393.367,328.332,-6.65535,-326.506,542.278,-93.5197,-409.963,581.09,-173.153,-398.097
76,0,395.372,94.7676,-372.806,273.31,108.269,-368.916,467.485,75.7598,-393.33,328.28,-6.6716,-326.546,542.25,-93.4465,-409.908,581.053,-173.126,-398.027
77,0,395.354,94.7858,-372.741,273.286,108.292,-368.882,467.486,75.7554,-393.365,328.301,-6.64328,-326.475,542.242,-93.437,-409.881,581.079,-173.131,-398.044
78,0,395.343,94.7609,-372.763,273.303,108.279,-368.885,467.472,75.7421,-393.376,328.275,-6.66013,-326.545,542.232,-93.4562,-409.921,581.044,-173.155,-398.122
79,0,395.383,94.7696,-372.782,273.319,108.259,-368.945,467.466,75.7514,-393.342,328.305,-6.678,-326.509,542.24,-93.4815,-409.943,581.075,-173.154,-398.092
80,0,395.398,94.7757,-372.751,273.339,108.246,-368.963,467.496,75.682,-393.423,328.306,-6.6735,-326.544,542.269,-93.5076,-409.975,581.086,-173.128,-397.995
81,0,395.399,94.7588,-372.828,273.318,108.24,-368.969,467.478,75.737,-393.39,328.314,-6.69409,-326.63,542.259,-93.4676,-409.912,581.104,-173.149,-398.046
82,0,395.404,94.7962,-372.764,273.314,108.283,-368.95,467.514,75.7263,-393.416,328.278,-6.69599,-326.483,542.275,-93.4849,-409.926,581.119,-173.121,-397.98
83,0,395.376,94.782,-372.772,273.301,108.275,-368.915,467.472,75.7737,-393.338,328.294,-6.65965,-326.535,542.269,-93.444,-409.888,581.102,-173.093,-398.002
84,0,395.354,94.7989,-372.76,273.292,108.282,-368.917,467.51,75.7611,-393.363,328.299,-6.65537,-326.41,542.268,-93.4226,-409.863,581.154,-173.101,-398.027
85,0,395.357,94.7861,-372.755,273.301,108.257,-368.924,467.487,75.7611,-393.351,328.296,-6.66626,-326.547,542.26,-93.4386,-409.886,581.088,-173.151,-398.066
86,0,395.389,94.7765,-372.808,273.33,108.255,-368.975,467.492,75.748,-393.372,328.35,-6.63686,-326.507,542.276,-93.4645,-409.958,581.092,-173.093,-397.962
87,0,395.406,94.7757,-372.8,273.324,108.277,-368.948,467.498,75.7191,-393.387,328.34,-6.68807,-326.511,542.27,-93.4482,-409.924,581.069,-173.15,-398.043
88,0,395.39,94.784,-372.726,273.318,108.258,-368.948,467.498,75.7129,-393.381,328.287,-6.74511,-326.596,542.279,-93.4649,-409.909,581.09,-173.177,-398.092
89,0,395.398,94.7741,-372.738,273.311,108.251,-368.931,467.505,75.756,-393.347,328.323,-6.64087,-326.421,542.253,-93.4485,-409.91,581.142,-173.109,-397.995
90,0,395.352,94.8052,-372.723,273.298,108.257,-368.931,467.5,75.7549,-393.344,328.314,-6.64109,-326.45,542.259,-93.4394,-409.886,581.066,-173.176,-398.046
91,0,395.358,94.8118,-372.735,273.3,108.256,-368.924,467.503,75.7578,-393.34,328.284,-6.68491,-326.532,542.259,-93.4394,-409.886,581.098,-173.104,-397.948
92,0,395.401,94.7878,-372.781,273.324,108.234,-368.957,467.508,75.7223,-393.345,328.325,-6.6713,-326.462,542.279,-93.4677,-409.91,581.107,-173.124,-398.037
93,0,395.369,94.7569,-372.792,273.316,108.257,-368.947,467.464,75.7253,-393.358,328.293,-6.70745,-326.6,542.279,-93.4734,-409.942,581.126,-173.11,-397.962
94,0,395.384,94.7692,-372.802,273.309,108.264,-368.946,467.466,75.7186,-393.424,328.308,-6.68569,-326.576,542.268,-93.4724,-409.941,581.104,-173.147,-398.079
95,0,395.362,94.8085,-372.713,273.318,108.247,-368.953,467.491,75.7415,-393.375,328.293,-6.70208,-326.558,542.234,-93.4432,-409.89,581.062,-173.161,-398.092
96,0,395.393,94.786,-372.722,273.312,108.256,-368.896,467.5,75.748,-393.309,328.303,-6.65643,-326.511,542.24,-93.4528,-409.89,581.068,-173.084,-398.03
97,0,395.381,94.7749,-372.724,273.312,108.256,-368.896,467.506,75.7481,-393.349,328.311,-6.69527,-326.455,542.249,-93.4497,-409.908,581.054,-173.181,-398.144
98,0,395.39,94.7657,-372.789,273.319,108.258,-368.949,467.491,75.7374,-393.351,328.32,-6.68557,-326.464,542.246,-93.4785,-409.93,581.098,-173.181,-398.084
99,0,395.386,94.7389,-372.868,273.344,108.22,-369.018,467.467,75.7262,-393.326,328.311,-6.67322,-326.494,542.28,-93.5277,-409.992,581.12,-173.14,-398.025
100,0,395.354,94.7826,-372.797,273.315,108.239,-368.953,467.485,75.7352,-393.315,328.317,-6.67173,-326.517,542.263,-93.4764,-409.901,581.117,-173.124,-398.001
101,0,395.358,94.7637,-372.755,273.308,108.25,-368.917,467.505,75.7556,-393.377,328.306,-6.69834,-326.513,542.268,-93.4844,-409.925,581.078,-173.139,-398.059
102,0,395.375,94.7685,-372.769,273.297,108.261,-368.885,467.486,75.7561,-393.374,328.265,-6.6786,-326.54,542.242,-93.465,-409.926,581.063,-173.161,-398.084
103,0,395.378,94.7715,-372.729,273.3,108.261,-368.893,467.491,75.7568,-393.376,328.26,-6.69653,-326.563,542.247,-93.4463,-409.907,581.052,-173.154,-398.095
104,0,395.395,94.7859,-372.744,273.342,108.254,-368.942,467.505,75.7429,-393.384,328.274,-6.72168,-326.572,542.247,-93.422,-409.89,581.099,-173.109,-398.023
105,0,395.393,94.7541,-372.786,273.324,108.216,-368.967,467.472,75.706,-393.354,328.341,-6.66446,-326.482,542.268,-93.4679,-409.95,581.106,-173.137,-398.1
106,0,395.395,94.747,-372.77,273.312,108.226,-368.976,467.505,75.7027,-393.39,328.306,-6.7095,-326.608,542.256,-93.4837,-409.927,581.089,-173.14,-398.035
107,0,395.375,94.7528,-372.812,273.299,108.226,-368.965,467.468,75.7172,-393.338,328.278,-6.69786,-326.571,542.235,-93.4679,-409.896,581.101,-173.183,-398.075
108,0,395.345,94.7603,-372.755,273.298,108.239,-368.939,467.5,75.715,-393.381,328.263,-6.73867,-326.625,542.246,-93.51,-409.94,581.072,-173.196,-398.073
109,0,395.327,94.788,-372.743,273.297,108.239,-368.94,467.488,75.7484,-393.364,328.308,-6.63647,-326.543,542.242,-93.4608,-409.923,581.09,-173.146,-398.061
110,0,395.384,94.7813,-372.737,273.295,108.281,-368.913,467.497,75.7547,-393.323,328.284,-6.66523,-326.476,542.248,-93.4478,-409.908,581.07,-173.141,-398.101
111,0,395.423,94.7961,-372.737,273.323,108.276,-368.935,467.512,75.7105,-393.381,328.289,-6.67767,-326.553,542.261,-93.504,-409.989,581.1,-173.1,-398.051
112,0,395.401,94.7742,-372.736,273.325,108.238,-368.967,467.478,75.7202,-393.385,328.311,-6.69746,-326.635,542.247,-93.458,-409.924,581.105,-173.146,-398.068
113,0,395.373,94.7617,-372.755,273.325,108.238,-368.928,467.487,75.7074,-393.379,328.293,-6.70632,-326.575,542.283,-93.4952,-409.92,581.095,-173.181,-398.092
114,0,395.379,94.7795,-372.716,273.299,108.239,-368.942,467.509,75.7192,-393.363,328.3,-6.7067,-326.527,542.246,-93.4616,-409.864,581.106,-173.184,-398.086
115,0,395.343,94.7603,-372.758,273.293,108.238,-368.925,467.496,75.7464,-393.42,328.26,-6.72615,-326.479,542.246,-93.4642,-409.922,581.086,-173.13,-398.006
116,0,395.384,94.7679,-372.754,273.31,108.25,-368.932,467.493,75.7454,-393.391,328.298,-6.66678,-326.549,542.258,-93.4382,-409.885,581.128,-173.104,-398.033
117,0,395.352,94.7654,-372.81,273.307,108.247,-368.958,467.516,75.7036,-393.455,328.322,-6.68882,-326.525,542.255,-93.4657,-409.905,581.089,-173.11,-397.961
118,0,395.378,94.7975,-372.751,273.31,108.282,-368.934,467.5,75.7273,-393.397,328.314,-6.68777,-326.52,542.258,-93.457,-409.885,581.119,-173.147,-398.011
119,0,395.373,94.8031,-372.722,273.319,108.262,-368.915,467.51,75.7107,-393.46,328.291,-6.69938,-326.555,542.261,-93.4411,-409.872,581.061,-173.149,-398.05
120,0,395.374,94.8259,-372.685,273.287,108.266,-368.935,467.483,75.757,-393.322,328.308,-6.6491,-326.48,542.254,-93.4574,-409.882,581.098,-173.131,-398.073
121,0,395.381,94.7721,-372.732,273.312,108.269,-368.92,467.501,75.7515,-393.376,328.309,-6.67118,-326.488,542.227,-93.4299,-409.85,581.128,-173.116,-397.99
122,0,395.357,94.8017,-372.74,273.296,108.3,-368.904,467.461,75.7614,-393.397,328.302,-6.65585,-326.522,542.226,-93.435,-409.881,581.064,-173.085,-397.978
123,0,395.364,94.8152,-372.775,273.292,108.281,-368.963,467.473,75.7273,-393.399,328.312,-6.63757,-326.488,542.25,-93.4564,-409.866,581.113,-173.148,-398.008
124,0,395.37,94.8072,-372.775,273.303,108.27,-368.967,467.471,75.7686,-393.322,328.309,-6.69422,-326.559,542.253,-93.4531,-409.875,581.108,-173.118,-397.995
125,0,395.365,94.8173,-372.792,273.294,108.295,-368.996,467.498,75.7573,-393.363,328.353,-6.61345,-326.53,542.262,-93.4479,-409.845,581.088,-173.099,-397.96
126,0,395.384,94.8011,-372.72,273.311,108.265,-368.967,467.48,75.7724,-393.316,328.306,-6.63435,-326.467,542.24,-93.4677,-409.879,581.068,-173.111,-397.955
127,0,395.378,94.8463,-372.663,273.288,108.292,-368.945,467.451,75.7808,-393.261,328.311,-6.60048,-326.428,542.234,-93.3964,-409.812,581.1,-173.065,-397.887
128,0,395.371,94.8223,-372.738,273.285,108.31,-368.905,467.474,75.7631,-393.328,328.304,-6.6283,-326.392,542.225,-93.4091,-409.818,581.083,-173.085,-397.982
129,0,395.385,94.8144,-372.717,273.292,108.299,-368.943,467.457,75.7676,-393.322,328.295,-6.65253,-326.508,542.237,-93.4645,-409.894,581.128,-173.098,-397.977
130,0,395.378,94.79,-372.788,273.281,108.3,-368.973,467.499,75.7285,-393.377,328.306,-6.61639,-326.519,542.253,-93.4615,-409.899,581.115,-173.158,-398.049
131,0,395.38,94.7998,-372.785,273.287,108.275,-369.007,467.474,75.7749,-393.343,328.275,-6.6283,-326.448,542.25,-93.4579,-409.855,581.065,-173.135,-397.976
132,0,395.353,94.8197,-372.771,273.26,108.291,-368.976,467.463,75.7779,-393.311,328.303,-6.61534,-326.432,542.225,-93.4133,-409.859,581.059,-173.092,-397.939
133,0,395.353,94.8109,-372.751,273.256,108.322,-368.964,467.508,75.7909,-393.354,328.294,-6.58953,-326.398,542.233,-93.4168,-409.808,581.069,-173.121,-397.96
134,0,395.356,94.873,-372.676,273.257,108.343,-368.879,467.446,75.797,-393.311,328.326,-6.55336,-326.286,542.23,-93.4072,-409.774,581.091,-173.081,-397.905
135,0,395.368,94.8429,-372.68,273.281,108.352,-368.888,467.487,75.7694,-393.345,328.341,-6.53676,-326.306,542.243,-93.3753,-409.755,581.122,-173.054,-397.848
136,0,395.385,94.8711,-372.711,273.278,108.374,-368.867,467.478,75.7908,-393.332,328.327,-6.55117,-326.355,542.253,-93.3684,-409.774,581.091,-173.068,-397.952
137,0,395.384,94.8574,-372.759,273.291,108.357,-368.904,467.468,75.7771,-393.352,328.318,-6.58779,-326.381,542.251,-93.4229,-409.833,581.119,-173.132,-398.023
138,0,395.378,94.8122,-372.739,273.278,108.33,-368.954,467.489,75.7677,-393.345,328.304,-6.57129,-326.341,542.217,-93.4411,-409.825,581.086,-173.143,-397.981
139,0,395.321,94.8335,-372.766,273.261,108.343,-368.951,467.469,75.8068,-393.311,328.269,-6.5921,-326.429,542.214,-93.4218,-409.825,581.048,-173.144,-398.002
140,0,395.335,94.8241,-372.78,273.257,108.324,-368.956,467.494,75.7896,-393.365,328.326,-6.52724,-326.369,542.2,-93.419,-409.795,581.07,-173.118,-397.962
141,0,395.364,94.8587,-372.764,273.253,108.368,-368.88,467.457,75.7735,-393.327,328.298,-6.58265,-326.42,542.213,-93.4061,-409.784,581.076,-173.039,-397.882
142,0,395.387,94.8837,-372.732,273.295,108.378,-368.915,467.489,75.7743,-393.349,328.333,-6.54277,-326.388,542.253,-93.3681,-409.758,581.13,-173.019,-397.798
143,0,395.372,94.8936,-372.725,273.272,108.43,-368.871,467.459,75.8016,-393.283,328.335,-6.50687,-326.351,542.243,-93.3479,-409.726,581.068,-173.071,-397.89
144,0,395.366,94.8831,-372.743,273.269,108.412,-368.876,467.463,75.826,-393.268,328.343,-6.52167,-326.356,542.234,-93.3619,-409.741,581.144,-173.028,-397.879
145,0,395.353,94.8462,-372.723,273.26,108.4,-368.894,467.462,75.8094,-393.301,328.332,-6.54837,-326.341,542.243,-93.4039,-409.787,581.105,-173.073,-397.889
146,0,395.346,94.8575,-372.746,273.265,108.379,-368.926,467.472,75.8003,-393.379,328.331,-6.54868,-326.307,542.231,-93.3747,-409.773,581.129,-173.043,-397.852
147,0,395.372,94.8452,-372.815,273.271,108.351,-368.969,467.514,75.7933,-393.374,328.375,-6.54483,-326.347,542.253,-93.3963,-409.812,581.144,-173.081,-397.908
148,0,395.347,94.8478,-372.767,273.276,108.386,-368.95,467.507,75.8045,-393.313,328.339,-6.54013,-326.327,542.265,-93.3814,-409.798,581.139,-173.065,-397.868
149,0,395.391,94.8706,-372.777,273.292,108.374,-368.945,467.502,75.7937,-393.338,328.329,-6.54338,-326.364,542.264,-93.3557,-409.75,581.137,-173.018,-397.867
150,0,395.372,94.8812,-372.733,273.276,108.387,-368.891,467.469,75.7906,-393.289,328.352,-6.51901,-326.345,542.231,-93.3599,-409.738,581.122,-173.064,-397.895
151,0,395.379,94.8619,-372.702,273.317,108.367,-368.876,467.459,75.7865,-393.289,328.342,-6.52859,-326.266,542.255,-93.3778,-409.757,581.136,-173.046,-397.833
152,0,395.364,94.8616,-372.715,273.318,108.367,-368.879,467.496,75.7969,-393.37,328.343,-6.56724,-326.348,542.248,-93.4052,-409.799,581.12,-173.086,-397.898
153,0,395.374,94.8652,-372.712,273.299,108.304,-368.932,467.505,75.7625,-393.419,328.335,-6.57958,-326.31,542.257,-93.4325,-409.825,581.12,-173.069,-397.915
154,0,395.371,94.797,-372.782,273.31,108.308,-368.941,467.469,75.7755,-393.301,328.34,-6.58524,-326.353,542.246,-93.4317,-409.834,581.097,-173.06,-397.858
