

Trajectories
100
,,two_spineMJ:spine_top,,,two_spineMJ:spine_bottom,,,two_spineMJ:hip_top,,,two_spineMJ:hip_bottom,,,two_spineMJ:hip_middle,,,two_spineMJ:knee,,,two_spineMJ:heel,,,two_spineMJ:foot_mid,,,two_spineMJ:toe,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
2391,0,567.679,133.28,60.9047,671.37,90.9919,39.5376,491.371,102.704,120.336,667.644,45.8619,86.9408,611.562,61.2845,114.7,520.653,-64.1219,146.777,706.405,-150.738,81.5874,714.521,-225.065,97.9505,728.194,-303.956,97.6008
2392,0,567.686,133.314,60.9439,671.383,91.0159,39.5402,491.388,102.724,120.368,667.646,45.861,86.93,611.542,61.2869,114.681,520.653,-64.1205,146.777,706.438,-150.733,81.5507,714.521,-225.065,97.9472,728.19,-303.921,97.6413
2393,0,567.689,133.316,60.9516,671.387,90.9915,39.5231,491.386,102.725,120.37,667.643,45.8848,86.9785,611.542,61.2398,114.693,520.656,-64.1168,146.818,706.432,-150.736,81.5786,714.526,-225.094,97.9632,728.232,-303.966,97.6185
2394,0,567.691,133.32,60.9538,671.389,90.9868,39.5544,491.389,102.722,120.365,667.664,45.8775,86.982,611.544,61.29,114.732,520.677,-64.1276,146.82,706.413,-150.725,81.6051,714.525,-225.096,97.9604,728.208,-303.929,97.6582
2395,0,567.71,133.309,60.9349,671.384,91.0133,39.5716,491.389,102.692,120.342,667.644,45.8842,86.9818,611.563,61.2844,114.656,520.688,-64.1134,146.824,706.416,-150.767,81.5704,714.52,-225.069,97.9752,728.225,-303.938,97.6374
2396,0,567.698,133.279,60.9208,671.37,90.9898,39.5375,491.371,102.705,120.337,667.643,45.8848,86.9787,611.521,61.2746,114.71,520.653,-64.1259,146.807,706.417,-150.764,81.5384,714.521,-225.068,97.9811,728.208,-303.968,97.5964
2397,0,567.675,133.286,60.9101,671.372,90.9705,39.4881,491.37,102.709,120.305,667.641,45.8855,86.9752,611.541,61.2389,114.69,520.627,-64.1778,146.773,706.421,-150.765,81.5084,714.513,-225.114,97.9036,728.214,-303.996,97.581
2398,0,567.674,133.286,60.9064,671.362,90.9949,39.535,491.351,102.687,120.309,667.624,45.869,86.9288,611.523,61.2757,114.707,520.628,-64.1613,146.782,706.423,-150.77,81.5037,714.506,-225.115,97.9267,728.191,-303.956,97.6154
2399,0,567.675,133.283,60.9119,671.383,90.986,39.4951,491.352,102.685,120.307,667.645,45.8617,86.9271,611.522,61.2531,114.667,520.655,-64.1242,146.806,706.402,-150.8,81.4926,714.521,-225.103,97.9018,728.193,-303.953,97.5993
2400,0,567.676,133.288,60.9114,671.384,90.9861,39.4953,491.352,102.686,120.308,667.625,45.8686,86.9302,611.539,61.2688,114.713,520.628,-64.1781,146.773,706.404,-150.758,81.5301,714.527,-225.09,97.9446,728.184,-303.966,97.5818
2401,0,567.678,133.289,60.9139,671.372,90.9705,39.488,491.371,102.685,120.326,667.624,45.8478,86.9122,611.522,61.2438,114.689,520.641,-64.1853,146.721,706.399,-150.758,81.5602,714.542,-225.105,97.9512,728.203,-303.971,97.573
2402,0,567.698,133.283,60.8959,671.365,90.9879,39.5672,491.368,102.705,120.339,667.648,45.8599,86.9296,611.538,61.2689,114.716,520.643,-64.1453,146.812,706.399,-150.757,81.5611,714.519,-225.071,97.9755,728.185,-303.962,97.6101
2403,0,567.678,133.304,60.923,671.403,90.9811,39.5124,491.366,102.727,120.32,667.648,45.8602,86.9331,611.542,61.2884,114.728,520.669,-64.1,146.807,706.4,-150.756,81.5609,714.498,-225.057,98.0345,728.2,-303.938,97.6615
2404,0,567.713,133.32,60.8981,671.403,90.9811,39.5123,491.4,102.739,120.326,667.645,45.8614,86.9473,611.538,61.2689,114.716,520.657,-64.1194,146.815,706.403,-150.759,81.5631,714.493,-225.094,97.9922,728.187,-303.959,97.6371
2405,0,567.676,133.293,60.8865,671.372,90.9706,39.4882,491.367,102.726,120.318,667.627,45.8677,86.9297,611.507,61.2772,114.637,520.657,-64.119,146.816,706.397,-150.759,81.5952,714.509,-225.085,97.997,728.166,-303.915,97.6818
2406,0,567.692,133.326,60.8561,671.368,90.9963,39.5059,491.362,102.75,120.336,667.644,45.8619,86.9407,611.521,61.2526,114.666,520.627,-64.1261,146.779,706.392,-150.734,81.611,714.479,-225.094,97.9528,728.153,-303.94,97.6525
2407,0,567.708,133.312,60.8471,671.388,90.9873,39.4629,491.377,102.743,120.312,667.646,45.8602,86.8911,611.562,61.2835,114.653,520.653,-64.1232,146.808,706.386,-150.796,81.521,714.48,-225.092,97.9523,728.129,-303.976,97.5829
2408,0,567.703,133.338,60.8842,671.398,91.0051,39.5275,491.4,102.779,120.321,667.646,45.8609,86.9302,611.562,61.2838,114.657,520.672,-64.1042,146.867,706.385,-150.79,81.5256,714.481,-225.09,97.9551,728.13,-303.971,97.553
2409,0,567.719,133.319,60.9015,671.421,90.9978,39.5046,491.411,102.801,120.382,667.661,45.8781,86.9315,611.562,61.2839,114.66,520.67,-64.1016,146.838,706.385,-150.789,81.5273,714.465,-225.098,97.961,728.128,-303.974,97.5518
2410,0,567.745,133.318,60.8945,671.354,90.8781,39.691,491.441,102.819,120.396,667.197,46.0626,86.8507,611.553,61.4306,114.851,520.835,-63.926,146.984,706.363,-150.812,81.4973,714.454,-225.134,97.9537,728.094,-304,97.625
2411,0,567.873,133.374,60.6905,670.77,90.0957,40.0962,491.458,102.871,120.179,663.004,47.4208,87.5473,612.853,61.9123,115.451,523.022,-61.9093,149.75,708.149,-151.256,80.3297,716.381,-225.154,97.621,729.5,-304.509,97.7154
2412,0,567.763,133.636,60.3281,670.576,90.019,39.9112,491.551,102.859,119.518,663.507,47.8437,86.905,613.66,62.3146,114.644,527.706,-60.0496,154.377,711.655,-150.773,78.1725,722.295,-224.041,96.8382,736.611,-303.054,98.884
2413,0,567.957,133.925,59.8006,670.457,90.1199,39.4868,491.9,102.79,119.244,663.545,48.8243,86.3091,614.878,63.3039,113.901,530.969,-57.2212,157.454,714.932,-149.038,77.7431,727.665,-221.369,97.802,744.701,-299.98,100.779
2414,0,567.866,134.159,59.2189,670.205,90.0057,39.2382,492.016,103.173,118.47,663.829,49.2303,85.8099,615.124,64.2922,113.009,535.193,-54.8086,160.442,719.208,-147.99,77.2497,734.354,-219.61,98.5638,752.535,-298.248,103.959
2415,0,567.952,134.358,58.6099,670.449,90.6142,38.3065,492.214,103.362,118.1,664.652,50.0576,85.0073,615.497,64.7686,112.22,536.437,-54.9214,159.763,722.641,-145.683,78.937,739.244,-216.995,100.333,759.764,-294.737,105.799
2416,0,567.993,134.341,58.1886,670.097,90.1905,38.6558,492.22,103.66,117.496,663.932,50.0138,85.1876,615.612,64.8799,111.935,537.637,-54.5427,159.742,725.381,-143.328,78.521,743.482,-214.266,99.9502,765.753,-291.665,105.845
2417,0,567.85,134.428,58.0658,670.134,90.4052,38.2801,492.081,103.416,117.218,664.408,50.435,84.8878,615.407,65.0636,111.545,538.849,-54.87,159.694,727.331,-141.464,77.4786,747.237,-212.337,97.9529,771.76,-288.901,102.663
2418,0,567.967,134.349,58.0836,670.113,90.3617,38.2837,492.214,103.425,117.317,664.079,50.6267,85.0143,615.619,64.751,111.894,538.481,-55.6217,158.619,727.82,-140.154,76.4775,748.337,-211.046,96.0568,774.027,-287.474,99.1056
2419,0,567.788,134.371,58.3124,669.921,90.1624,38.349,492.078,103.248,117.094,664.193,50.5217,84.9567,615.406,64.6688,111.428,539.951,-55.4758,159.215,728.244,-140.87,74.4859,749.401,-211.98,92.9746,774.891,-288.615,95.4919
2420,0,567.931,134.309,58.3427,670.117,90.3896,38.251,492.284,103.056,117.37,664.474,50.5421,84.6023,615.681,64.5521,111.572,539.253,-55.9254,158.982,727.27,-141.3,73.8394,748.122,-212.53,91.9134,773.592,-289.17,93.4375
2421,0,567.864,134.278,58.4964,669.872,89.9144,38.6128,492.244,103.168,117.343,664.056,50.2949,85.072,615.601,64.3655,111.607,539.935,-55.455,159.592,726.627,-142.942,72.7133,746.876,-214.29,90.9446,771.385,-291.436,93.0766
2422,0,567.885,134.341,58.3617,669.956,90.1773,38.4029,492.365,102.929,117.254,664.472,50.3181,84.6711,615.821,64.4775,111.343,540.163,-55.0703,159.931,726.131,-143.584,72.6487,745.95,-215.141,91.1145,769.577,-292.645,93.3834
2423,0,567.98,134.34,58.2403,669.875,90.0166,38.4229,492.394,103.233,117.267,664.074,50.2062,84.7926,615.842,64.4268,111.462,539.749,-54.8738,159.973,725.415,-144.081,73.0468,744.897,-215.526,91.9287,768.653,-292.86,94.5968
2424,0,567.855,134.424,58.1423,669.762,90.0295,38.2711,492.312,103.165,116.94,664.239,50.2425,84.6161,615.782,64.6168,111.219,540.66,-54.2138,160.735,725.744,-144.626,72.9811,745.449,-215.929,92.1717,768.515,-293.717,95.6764
2425,0,567.979,134.46,57.9409,669.942,90.2432,38.0634,492.45,103.273,116.992,664.351,50.3767,84.1196,615.856,64.7822,111.114,540.104,-54.389,160.248,725.601,-144.168,73.5038,745.262,-215.331,92.9556,769.174,-292.742,96.0429
2426,0,567.893,134.468,57.9038,669.702,89.9301,38.2076,492.394,103.397,116.723,664.105,50.2875,84.464,615.802,64.7147,110.851,540.878,-53.8049,160.967,725.848,-144.638,72.9915,745.601,-215.791,92.5479,769.345,-293.288,96.4295
2427,0,567.972,134.54,57.87,669.884,90.1749,38.0408,492.499,103.213,116.681,664.461,50.4048,83.9673,615.992,64.7833,110.681,541.063,-53.7139,160.99,725.996,-144.391,72.9453,745.925,-215.546,92.4473,769.576,-293.256,96.0044
2428,0,568.051,134.522,57.8034,669.804,89.9925,38.1023,492.524,103.46,116.741,664.18,50.3438,84.181,615.926,64.7414,110.783,540.9,-53.6859,160.914,725.699,-144.529,72.6565,745.544,-215.663,92.2834,769.735,-292.973,95.5191
2429,0,567.988,134.578,57.7921,669.79,89.9715,37.9998,492.536,103.339,116.571,664.366,50.3957,83.9094,615.947,64.7588,110.465,541.817,-53.3341,161.363,726.071,-144.929,71.909,746.061,-215.969,91.7809,769.341,-293.846,95.556
2430,0,568.105,134.61,57.6753,669.906,90.1482,37.9122,492.644,103.426,116.666,664.436,50.4332,83.7836,616.046,64.7912,110.501,541.264,-53.5362,161.01,725.834,-144.546,72.1913,745.793,-215.601,91.9844,769.719,-293.049,95.1785
2431,0,568.011,134.654,57.6566,669.761,89.8914,38.0167,492.588,103.557,116.476,664.275,50.3692,83.9241,616.015,64.8124,110.454,542.077,-52.9811,161.487,726.069,-145.055,71.6011,745.995,-216.046,91.7264,769.699,-293.76,95.6586
2432,0,568.061,134.724,57.5714,669.867,90.0887,37.8527,492.699,103.424,116.463,664.542,50.488,83.6731,616.256,64.9732,110.266,542.203,-52.8273,161.533,726.332,-144.673,71.8347,746.412,-215.638,91.9341,770.124,-293.479,95.4934
2433,0,568.076,134.719,57.5417,669.74,89.9746,37.8596,492.641,103.693,116.433,664.278,50.4216,83.8318,616.086,65.0077,110.343,542.079,-52.7352,161.529,726.181,-144.762,71.7477,746.211,-215.571,92.0674,770.588,-292.921,95.6612
2434,0,567.995,134.789,57.5303,669.714,90,37.8041,492.621,103.55,116.223,664.41,50.4885,83.6369,616.078,65.0984,110.119,542.836,-52.4722,161.873,726.593,-144.846,71.6691,746.901,-215.775,91.7646,770.295,-293.707,96.0322
2435,0,568.077,134.798,57.4255,669.817,90.1596,37.6767,492.691,103.686,116.332,664.442,50.5427,83.5438,616.104,65.167,110.195,542.388,-52.5454,161.733,726.4,-144.481,71.8601,746.686,-215.339,91.9792,771.037,-292.715,95.6896
2436,0,568.021,134.83,57.4159,669.65,89.9395,37.7738,492.706,103.736,116.113,664.306,50.4758,83.6969,616.08,65.1864,110.03,543.079,-52.251,161.942,726.566,-144.98,71.4221,746.905,-215.858,91.6782,770.763,-293.504,95.888
2437,0,568.096,134.866,57.409,669.751,90.1068,37.6373,492.755,103.655,116.126,664.546,50.5636,83.4273,616.232,65.273,109.84,543.128,-52.2136,161.948,726.73,-144.636,71.5365,747.117,-215.557,91.6882,770.849,-293.324,95.7272
2438,0,568.074,134.872,57.3542,669.643,89.9698,37.7049,492.719,103.84,116.123,664.307,50.5104,83.5671,616.142,65.2681,109.979,543.073,-52.1122,161.99,726.535,-144.793,71.3862,746.891,-215.618,91.7173,771.345,-292.854,95.7301
2439,0,568.038,134.935,57.3627,669.642,90.0137,37.67,492.754,103.72,115.999,664.438,50.6277,83.4635,616.188,65.3664,109.74,543.802,-51.8289,162.276,726.97,-144.854,71.2534,747.396,-215.63,91.6167,770.959,-293.6,96.0225
2440,0,568.13,134.942,57.2635,669.754,90.1552,37.5781,492.784,103.843,116.003,664.45,50.6373,83.3434,616.133,65.3764,109.817,543.313,-51.9941,162.074,726.791,-144.45,71.4085,747.282,-215.242,91.6921,771.602,-292.602,95.8111
2441,0,568.038,134.953,57.3108,669.607,89.9657,37.693,492.778,103.818,115.843,664.357,50.6281,83.488,616.228,65.3391,109.701,544.033,-51.6248,162.456,727.081,-144.855,71.0021,747.385,-215.53,91.6849,771.313,-293.239,96.1064
2442,0,568.094,134.956,57.1587,669.698,90.0651,37.5394,492.824,103.793,115.891,664.542,50.6997,83.2943,616.369,65.4113,109.642,543.977,-51.6586,162.381,727.235,-144.417,71.0824,747.482,-214.959,91.9374,770.93,-292.843,97.0922
2443,0,568.173,134.965,57.1186,669.706,89.9781,37.6384,492.872,103.916,115.854,664.433,50.6205,83.339,616.351,65.3629,109.542,543.972,-51.4467,162.528,727.038,-144.609,71.0951,747.217,-215.202,92.1644,771.275,-292.624,97.2092
2444,0,568.161,135.02,57.1253,669.734,89.9873,37.5383,492.874,103.802,115.727,664.58,50.7471,83.3421,616.506,65.4477,109.46,544.429,-51.2764,162.781,727.463,-144.686,71.019,747.606,-215.147,92.3378,770.627,-293.301,97.6977
2445,0,568.219,135.014,57.0489,669.755,90.0557,37.5174,492.838,103.896,115.788,664.509,50.7038,83.2318,616.368,65.4203,109.588,544.056,-51.4132,162.598,727.205,-144.41,71.1384,747.393,-214.813,92.4084,771.134,-292.393,97.8903
2446,0,568.15,135.075,57.04,669.671,89.8946,37.5996,492.816,103.907,115.605,664.45,50.6983,83.3475,616.409,65.4627,109.474,544.552,-51.1343,162.885,727.398,-144.816,70.8696,747.524,-215.256,92.2456,771.037,-293.112,97.6669
2447,0,568.246,135.076,56.9701,669.781,89.9779,37.4957,492.855,103.974,115.601,664.587,50.774,83.2881,616.48,65.5211,109.403,544.499,-51.157,162.806,727.503,-144.414,70.7295,747.77,-214.769,92.0899,771.249,-292.738,97.5987
2448,0,568.318,135.062,56.8802,669.734,89.8299,37.5289,492.875,104.027,115.524,664.489,50.6952,83.3034,616.439,65.4321,109.383,544.535,-51.1129,162.796,727.374,-144.512,70.5542,747.669,-214.903,91.8656,771.981,-292.378,96.8892
2449,0,568.342,135.079,56.8982,669.824,89.8898,37.4892,492.945,103.941,115.354,664.639,50.8128,83.2965,616.565,65.4938,109.32,545.008,-51.0216,162.869,727.818,-144.476,70.2787,748.176,-214.81,91.6585,771.462,-292.905,97.4433
2450,0,568.434,135.081,56.7632,669.9,89.9455,37.3868,492.981,104.105,115.415,664.645,50.8039,83.2057,616.475,65.5106,109.363,544.621,-51.0928,162.826,727.62,-144.199,70.3953,748.005,-214.417,91.8759,772.327,-291.884,97.3857
2451,0,568.414,135.137,56.7466,669.86,89.8079,37.4489,493.001,104.091,115.242,664.613,50.8045,83.2704,616.588,65.5204,109.188,545.225,-50.7379,163.179,727.967,-144.418,70.0951,748.096,-214.661,92.0914,771.572,-292.523,97.9882
2452,0,568.475,135.148,56.605,669.954,89.9562,37.3971,492.999,104.182,115.266,664.741,50.8983,83.1955,616.589,65.5975,109.269,545.132,-50.7702,163.142,728.171,-143.914,70.0544,747.886,-213.898,92.7008,770.626,-291.983,99.4156
2453,0,568.482,135.186,56.5245,669.883,89.8371,37.397,492.981,104.267,115.177,664.601,50.81,83.2126,616.533,65.6033,109.225,545.104,-50.4911,163.332,727.928,-144.165,70.3861,747.457,-214.051,93.4687,770.537,-291.778,100.674
2454,0,568.495,135.285,56.4123,669.939,89.885,37.3259,492.984,104.238,115.026,664.684,50.9934,83.2453,616.597,65.7388,109.103,545.478,-50.2489,163.578,728.282,-144.08,70.4975,747.665,-213.884,93.9005,769.834,-292.218,101.672
2455,0,568.521,135.279,56.3306,669.974,89.9367,37.2216,492.947,104.365,115.04,664.654,51.0079,83.1168,616.482,65.7263,109.182,545.145,-50.3437,163.424,728.2,-143.801,70.6442,747.563,-213.38,94.2873,770.578,-291.134,102.254
2456,0,568.536,135.316,56.2737,669.955,89.8217,37.3078,493.01,104.36,114.876,664.659,51.0113,83.1833,616.628,65.7642,108.92,545.718,-50.0522,163.601,728.386,-144.081,70.4009,747.867,-213.8,94.0033,770.529,-291.755,101.983
2457,0,568.585,135.332,56.2241,670.039,89.946,37.2334,493.026,104.423,114.876,664.805,51.0818,82.9797,616.633,65.8248,108.917,545.66,-50.1303,163.518,728.504,-143.614,70.3418,748.181,-213.287,93.728,770.959,-291.293,101.731
2458,0,568.608,135.324,56.1788,669.998,89.8377,37.2383,493.013,104.484,114.829,664.672,51.0134,83.0473,616.574,65.7729,108.918,545.706,-50.0573,163.556,728.378,-143.796,70.1391,748.17,-213.536,93.3571,771.785,-291.076,100.589
2459,0,568.559,135.376,56.2053,669.967,89.8576,37.174,493.014,104.394,114.774,664.762,51.1558,83.0332,616.657,65.84,108.861,545.961,-50.0308,163.659,728.68,-143.56,69.9809,748.586,-213.276,93.1743,771.294,-291.394,100.969
2460,0,568.513,135.368,56.2369,669.961,89.9361,37.1939,492.941,104.388,114.815,664.713,51.1507,82.9735,616.488,65.8209,109.001,545.725,-50.1151,163.606,728.55,-143.318,70.1276,748.526,-212.989,93.2068,772.15,-290.564,100.543
2461,0,568.401,135.293,56.2309,669.801,89.7599,37.2191,492.851,104.177,114.691,664.597,51.1297,83.1349,616.523,65.7997,108.897,546.096,-49.9682,163.833,728.766,-143.573,69.9334,748.678,-213.219,93.3037,771.826,-291.142,100.91
2462,0,568.281,135.186,56.2396,669.723,89.7952,37.234,492.722,103.96,114.639,664.562,51.1736,83.0869,616.386,65.7785,108.976,545.963,-50.1246,163.798,728.914,-143.027,69.9914,748.775,-212.594,93.5541,771.67,-290.527,101.806
2463,0,568.131,135.19,56.2644,669.521,89.7965,37.2957,492.551,103.897,114.595,664.351,51.0558,83.119,616.251,65.7763,108.971,545.941,-49.9978,163.874,728.742,-143.238,70.045,748.548,-212.717,93.8451,772.049,-290.284,101.802
2464,0,567.903,135.245,56.3032,669.342,89.8668,37.1605,492.389,103.794,114.528,664.259,51.2261,83.1456,616.13,65.9126,108.897,546.17,-49.9222,164.027,729.042,-142.942,69.8137,748.81,-212.339,93.871,771.115,-290.531,102.69
2465,0,567.737,135.216,56.3382,669.224,89.9745,37.1627,492.211,103.851,114.591,664.071,51.2265,83.0852,615.829,65.9045,108.886,545.854,-50.0786,163.846,728.962,-142.607,69.8986,748.648,-211.849,94.1446,771.577,-289.379,103.38
2466,0,567.616,135.178,56.4017,669.06,89.8226,37.2234,492.174,103.671,114.496,663.977,51.1709,83.1197,615.858,65.9223,108.858,546.246,-49.8579,164.177,729.2,-142.877,69.8478,748.85,-212.085,94.2845,771.357,-290.083,103.405
2467,0,567.532,135.156,56.4618,669.003,89.8684,37.2147,492.104,103.662,114.558,663.964,51.2096,83.1185,615.715,65.9142,108.856,546.143,-50.0257,164.118,729.376,-142.341,69.727,749.011,-211.342,94.5285,771.515,-289.282,104.1
2468,0,567.522,135.134,56.4994,668.989,89.7967,37.3168,492.084,103.619,114.588,663.878,51.112,83.1147,615.705,65.8406,108.898,546.196,-49.9289,164.211,729.3,-142.486,69.7494,748.943,-211.519,94.5593,772.074,-289.017,104.012
2469,0,567.539,135.149,56.5387,668.989,89.8488,37.2195,492.185,103.533,114.561,664.013,51.2369,83.0942,615.796,65.9366,108.884,546.486,-49.8702,164.298,729.616,-142.331,69.5691,749.34,-211.336,94.4301,771.696,-289.482,104.035
2470,0,567.573,135.13,56.5087,669.012,89.9183,37.2306,492.146,103.593,114.632,663.992,51.2283,83.0452,615.676,65.8983,108.901,546.279,-50.0508,164.168,729.528,-142.091,69.5062,749.392,-211.021,94.2552,772.746,-288.552,103.348
2471,0,567.519,135.127,56.5355,668.952,89.8104,37.2564,492.175,103.456,114.526,663.989,51.2293,83.1008,615.836,65.8947,108.781,546.734,-49.8582,164.396,729.783,-142.252,69.247,749.628,-211.234,94.0149,772.62,-288.986,103.648
2472,0,567.561,135.1,56.5131,669.018,89.8787,37.2072,492.221,103.449,114.547,664.088,51.3163,83.1196,615.837,65.9317,108.865,546.676,-49.9552,164.331,729.899,-141.823,69.3276,749.741,-210.606,94.1199,772.791,-288.333,104.259
2473,0,567.562,135.076,56.4899,668.981,89.8136,37.2558,492.221,103.433,114.536,664.009,51.2366,83.1116,615.814,65.8779,108.853,546.769,-49.9146,164.334,730,-142.023,69.2988,749.758,-210.754,94.2916,773.255,-288.064,104.453
2474,0,567.536,135.044,56.5359,669.006,89.8465,37.1961,492.229,103.297,114.522,664.097,51.3532,83.112,615.927,65.8937,108.774,547.122,-49.9396,164.407,730.414,-141.755,69.1423,750.169,-210.412,94.2678,772.846,-288.16,104.994
2475,0,567.564,135.033,56.5218,669.01,89.9211,37.1987,492.214,103.32,114.555,664.075,51.359,83.0683,615.783,65.8954,108.844,546.876,-50.1379,164.199,730.419,-141.539,69.2652,750.269,-210.134,94.3449,773.668,-287.406,104.673
2476,0,567.522,135.011,56.4978,668.956,89.7846,37.235,492.195,103.233,114.497,664.058,51.3493,83.1402,615.889,65.9013,108.765,547.375,-49.8945,164.51,730.641,-141.71,69.0082,750.481,-210.346,94.2556,773.329,-287.961,104.827
2477,0,567.526,134.982,56.5049,669.009,89.8706,37.1867,492.204,103.197,114.52,664.142,51.4649,83.1391,615.872,65.9028,108.796,547.289,-50.0046,164.446,730.77,-141.293,68.9828,750.525,-209.787,94.4141,773.377,-287.385,105.261
2478,0,567.526,134.977,56.5074,668.937,89.7771,37.212,492.193,103.192,114.505,664.056,51.3551,83.1396,615.859,65.9236,108.785,547.323,-49.8335,164.6,730.654,-141.553,69.0388,750.43,-210.043,94.5614,773.643,-287.389,105.222
2479,0,567.526,134.983,56.4835,668.942,89.7939,37.1746,492.182,103.132,114.446,664.146,51.487,83.1556,615.932,65.9428,108.741,547.599,-49.8343,164.661,730.981,-141.298,68.9999,750.707,-209.734,94.6304,773.188,-287.507,105.957
2480,0,567.524,135.007,56.5066,668.987,89.888,37.1737,492.179,103.171,114.469,664.116,51.4882,83.0706,615.751,66.0127,108.766,547.346,-49.8849,164.583,730.89,-141.122,69.0308,750.734,-209.49,94.7156,773.984,-286.843,105.435
2481,0,567.479,134.983,56.4867,668.957,89.7843,37.1638,492.203,103.101,114.395,664.099,51.4375,83.0933,615.881,65.9824,108.67,547.802,-49.7767,164.742,731.079,-141.229,68.8094,750.771,-209.639,94.7085,773.608,-287.212,105.921
2482,0,567.527,134.968,56.4795,668.959,89.8113,37.1534,492.215,103.119,114.454,664.206,51.5243,83.0726,615.869,65.9824,108.736,547.698,-49.912,164.676,731.214,-140.822,68.6197,750.853,-209.085,94.8779,773.73,-286.482,106.484
2483,0,567.508,134.985,56.4741,668.923,89.7561,37.1414,492.198,103.12,114.433,664.094,51.4571,83.0941,615.798,65.9914,108.745,547.759,-49.7401,164.766,731.143,-140.952,68.8498,750.719,-209.242,95.0457,773.959,-286.505,106.459
2484,0,567.509,135.015,56.5167,668.921,89.7962,37.1534,492.2,103.085,114.407,664.18,51.5472,83.0752,615.858,66.0007,108.628,547.983,-49.7524,164.821,731.42,-140.751,68.653,750.883,-208.85,95.2439,773.19,-286.481,107.352
2485,0,567.511,134.987,56.4989,668.943,89.8435,37.1475,492.201,103.13,114.462,664.154,51.5393,82.9647,615.691,66.075,108.751,547.767,-49.778,164.864,731.311,-140.563,68.8936,750.787,-208.588,95.4629,773.786,-285.608,107.895
2486,0,567.487,135.024,56.49,668.91,89.7483,37.2041,492.195,103.093,114.373,664.134,51.5061,83.0961,615.841,66.0459,108.609,548.136,-49.5507,165.089,731.557,-140.769,68.7759,750.949,-208.769,95.5587,773.334,-286.191,108.129
2487,0,567.495,135.012,56.4871,668.938,89.8623,37.1915,492.193,103.124,114.444,664.212,51.5995,83.0307,615.791,66.0753,108.624,548.034,-49.6764,164.967,731.679,-140.354,68.7001,751.09,-208.146,95.7296,773.74,-285.338,108.638
2488,0,567.465,134.997,56.4862,668.92,89.7934,37.2572,492.172,103.104,114.418,664.126,51.5226,83.074,615.74,66.0812,108.613,548.09,-49.5472,165.071,731.534,-140.534,68.7248,750.999,-208.38,95.6559,773.99,-285.48,108.329
2489,0,567.484,135.001,56.5419,668.899,89.7944,37.1976,492.173,103.049,114.399,664.18,51.5782,83.046,615.828,66.037,108.522,548.229,-49.6703,165.008,731.891,-140.387,68.5364,751.323,-208.113,95.6477,773.588,-285.69,108.507
2490,0,567.51,134.961,56.5545,668.918,89.866,37.2473,492.173,103.042,114.453,664.179,51.6111,83.0587,615.718,66.0228,108.704,548.096,-49.9328,164.776,731.961,-140.22,68.5144,751.451,-207.928,95.5677,774.36,-285.08,108.116
2491,0,567.485,134.945,56.573,668.886,89.7756,37.2444,492.18,102.944,114.419,664.159,51.6137,83.1485,615.793,66.0393,108.599,548.44,-49.7162,165.038,732.191,-140.266,68.2579,751.754,-208.025,95.2929,774.42,-285.504,107.721
2492,0,567.496,134.947,56.6,668.922,89.8424,37.2289,492.189,103.009,114.438,664.25,51.6507,83.0767,615.801,66.0061,108.649,548.379,-49.9224,164.844,732.377,-139.863,68.3064,752.008,-207.609,95.2771,775.01,-284.937,107.589
2493,0,567.496,134.944,56.579,668.884,89.7329,37.2021,492.176,102.981,114.436,664.161,51.5883,83.0712,615.779,65.9843,108.544,548.455,-49.84,164.901,732.338,-140.044,68.1374,752.006,-207.761,95.2089,775.222,-284.954,107.342
2494,0,567.503,134.919,56.5698,668.902,89.7764,37.1874,492.196,102.949,114.44,664.267,51.6948,83.0365,615.859,66.0152,108.562,548.665,-49.8192,164.933,732.639,-139.767,68.0695,752.185,-207.395,95.2962,774.693,-284.918,108.064
2495,0,567.474,134.956,56.5325,668.902,89.8443,37.2098,492.172,102.998,114.474,664.219,51.7018,83.0361,615.735,66.0672,108.654,548.399,-49.8996,164.854,732.523,-139.707,68.2555,752.037,-207.307,95.5649,775.127,-284.332,108.292
2496,0,567.468,134.955,56.5571,668.848,89.7587,37.2018,492.178,102.978,114.365,664.215,51.6492,83.0946,615.832,66.0593,108.515,548.741,-49.6304,165.145,732.674,-139.906,68.2305,752.068,-207.475,95.6979,774.436,-284.913,108.913
2497,0,567.486,134.951,56.4735,668.905,89.8182,37.1883,492.179,102.999,114.322,664.256,51.7189,83.0617,615.826,66.0915,108.561,548.626,-49.7694,165.008,732.745,-139.527,68.2291,752.153,-207.052,95.8532,774.746,-284.106,109.428
2498,0,567.49,134.957,56.4403,668.878,89.7774,37.1984,492.159,103.048,114.363,664.204,51.6541,83.0448,615.784,66.0859,108.48,548.684,-49.6389,165.128,732.697,-139.683,68.2644,752.098,-207.21,95.9617,774.917,-284.342,109.114
