

Trajectories
100
,,two_spineMJ:spine_top,,,two_spineMJ:spine_bottom,,,two_spineMJ:hip_top,,,two_spineMJ:hip_bottom,,,two_spineMJ:hip_middle,,,two_spineMJ:knee,,,two_spineMJ:heel,,,two_spineMJ:foot_mid,,,two_spineMJ:toe,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
703,0,567.511,133.798,61.4579,671.54,91.4297,40.0311,491.255,103.72,121.354,667.315,45.8256,87.7602,611.26,61.7976,115.087,517.389,-63.0913,145.42,702.112,-152.053,84.0261,708.432,-226.462,100.536,720.325,-305.498,100.221
704,0,567.51,133.777,61.452,671.539,91.4262,40.0269,491.257,103.697,121.37,667.336,45.8212,87.7334,611.261,61.7969,115.086,517.39,-63.1042,145.41,702.124,-152.004,84.0775,708.442,-226.456,100.589,720.323,-305.51,100.205
705,0,567.513,133.77,61.4831,671.54,91.4237,40.0265,491.241,103.679,121.339,667.318,45.8044,87.6912,611.261,61.7969,115.086,517.406,-63.1176,145.397,702.109,-152.028,84.0411,708.457,-226.466,100.571,720.337,-305.524,100.231
706,0,567.514,133.775,61.4822,671.527,91.464,40.0977,491.242,103.66,121.329,667.299,45.8106,87.6441,611.243,61.8023,115.039,517.374,-63.1323,145.41,702.125,-152,84.0792,708.472,-226.442,100.625,720.346,-305.498,100.282
707,0,567.501,133.791,61.5104,671.525,91.4678,40.0675,491.242,103.66,121.328,667.278,45.8151,87.6843,611.262,61.7657,115.018,517.39,-63.0958,145.45,702.155,-151.985,84.0542,708.528,-226.453,100.563,720.406,-305.514,100.225
708,0,567.486,133.773,61.4786,671.534,91.4414,40.0648,491.243,103.658,121.326,667.315,45.8247,87.7178,611.263,61.7654,115.017,517.408,-63.1231,145.425,702.177,-152.019,84.0265,708.542,-226.465,100.537,720.416,-305.508,100.209
709,0,567.486,133.773,61.4786,671.537,91.4152,40.0076,491.242,103.637,121.342,667.316,45.8245,87.7124,611.259,61.7458,115.004,517.407,-63.1556,145.383,702.165,-152.021,84.0923,708.549,-226.509,100.514,720.445,-305.549,100.185
710,0,567.504,133.72,61.4635,671.529,91.4171,40.0439,491.229,103.594,121.329,667.335,45.8178,87.7156,611.276,61.7628,115.098,517.413,-63.1828,145.398,702.169,-152.033,84.0841,708.527,-226.508,100.503,720.446,-305.528,100.174
711,0,567.47,133.733,61.4834,671.529,91.4293,40.0511,491.243,103.605,121.331,667.357,45.813,87.6872,611.278,61.7396,115.053,517.41,-63.1785,145.369,702.173,-152.006,84.0682,708.538,-226.495,100.513,720.413,-305.529,100.159
712,0,567.5,133.759,61.4896,671.53,91.3972,40.0067,491.225,103.634,121.355,667.359,45.8119,87.6837,611.263,61.7645,115.017,517.401,-63.152,145.402,702.172,-151.999,84.0389,708.557,-226.485,100.483,720.439,-305.511,100.198
713,0,567.492,133.718,61.436,671.52,91.4217,40.0309,491.211,103.629,121.334,667.358,45.8126,87.6885,611.261,61.7668,115.066,517.39,-63.1667,145.41,702.165,-151.997,84.072,708.549,-226.451,100.591,720.417,-305.499,100.29
714,0,567.469,133.728,61.4875,671.536,91.4132,40.0223,491.218,103.586,121.338,667.334,45.8187,87.76,611.258,61.7465,115.053,517.39,-63.1654,145.411,702.164,-152.027,84.1191,708.556,-226.478,100.632,720.426,-305.525,100.272
715,0,567.472,133.718,61.4838,671.518,91.4072,40.0908,491.229,103.575,121.346,667.299,45.8083,87.7164,611.24,61.7527,115.053,517.397,-63.1873,145.401,702.164,-152.013,84.0998,708.554,-226.471,100.555,720.448,-305.552,100.206
716,0,567.484,133.725,61.5047,671.516,91.4226,40.0661,491.247,103.568,121.309,667.354,45.8149,87.738,611.257,61.7477,115.054,517.413,-63.1828,145.398,702.189,-152.002,84.0991,708.6,-226.451,100.569,720.47,-305.544,100.143
717,0,567.501,133.733,61.505,671.525,91.428,40.0852,491.245,103.576,121.373,667.356,45.814,87.7352,611.256,61.7478,115.055,517.413,-63.1826,145.398,702.187,-152.008,84.0499,708.593,-226.498,100.524,720.467,-305.548,100.148
718,0,567.486,133.714,61.4734,671.508,91.4204,40.0549,491.215,103.574,121.295,667.339,45.8169,87.7568,611.262,61.7671,115.066,517.414,-63.1821,145.397,702.173,-151.989,84.1242,708.591,-226.496,100.485,720.471,-305.551,100.114
719,0,567.47,133.723,61.4835,671.485,91.3791,39.9938,491.202,103.566,121.306,667.317,45.8246,87.7571,611.262,61.7671,115.066,517.395,-63.1993,145.336,702.176,-152.031,84.0582,708.557,-226.484,100.48,720.46,-305.524,100.161
720,0,567.457,133.696,61.4519,671.486,91.3785,39.9945,491.187,103.534,121.241,667.334,45.8189,87.7634,611.258,61.7475,115.053,517.381,-63.1875,145.345,702.18,-151.992,84.0564,708.556,-226.485,100.481,720.453,-305.573,100.124
721,0,567.485,133.697,61.4649,671.501,91.3863,40.0221,491.226,103.517,121.241,667.317,45.7503,87.6335,611.255,61.695,114.971,517.395,-63.2142,145.328,702.2,-152.04,84.0415,708.581,-226.507,100.463,720.473,-305.563,100.111
722,0,567.476,133.685,61.472,671.518,91.4037,40.0888,491.208,103.518,121.324,667.314,45.7816,87.7054,611.236,61.7304,115.066,517.41,-63.1949,145.36,702.172,-151.993,84.0409,708.591,-226.491,100.463,720.481,-305.512,100.159
723,0,567.489,133.708,61.4743,671.522,91.4226,40.0684,491.224,103.563,121.343,667.318,45.8009,87.6698,611.239,61.7495,115.079,517.411,-63.1954,145.359,702.203,-151.982,84.0536,708.592,-226.437,100.526,720.48,-305.496,100.137
724,0,567.492,133.72,61.5116,671.518,91.4204,40.0994,491.209,103.548,121.365,667.299,45.8075,87.6667,611.24,61.7199,115.058,517.396,-63.1688,145.379,702.187,-151.977,84.0738,708.605,-226.412,100.518,720.513,-305.517,100.117
725,0,567.473,133.715,61.4862,671.531,91.4266,40.0855,491.207,103.553,121.337,667.316,45.7954,87.7393,611.26,61.7161,115.032,517.394,-63.1842,145.372,702.208,-151.977,84.071,708.592,-226.458,100.509,720.479,-305.522,100.155
726,0,567.474,133.718,61.4847,671.519,91.4226,40.0304,491.208,103.552,121.336,667.304,45.8055,87.657,611.241,61.7514,115.077,517.395,-63.1845,145.371,702.189,-152.001,84.0198,708.586,-226.436,100.558,720.462,-305.519,100.168
727,0,567.475,133.722,61.4851,671.514,91.4125,40.0255,491.225,103.51,121.263,667.319,45.7787,87.649,611.254,61.7277,115.041,517.37,-63.2106,145.32,702.189,-152.005,84.0187,708.571,-226.48,100.512,720.461,-305.521,100.168
728,0,567.457,133.696,61.4519,671.524,91.3892,39.9792,491.191,103.54,121.248,667.317,45.7507,87.6763,611.235,61.6997,115.047,517.37,-63.2111,145.319,702.175,-152.022,84.0278,708.546,-226.519,100.498,720.434,-305.541,100.174
729,0,567.457,133.703,61.4254,671.509,91.3798,39.9508,491.205,103.534,121.225,667.319,45.7707,87.649,611.24,61.7196,115.058,517.367,-63.2077,145.29,702.156,-152.025,84.0033,708.546,-226.516,100.485,720.464,-305.553,100.125
730,0,567.456,133.709,61.4589,671.506,91.4016,39.9994,491.171,103.552,121.298,667.318,45.8011,87.6733,611.242,61.7683,115.092,517.386,-63.2059,145.317,702.15,-152.021,84.0348,708.541,-226.475,100.526,720.461,-305.521,100.162
731,0,567.453,133.736,61.4764,671.505,91.4046,39.9999,491.201,103.574,121.25,667.334,45.8187,87.76,611.238,61.7495,115.079,517.408,-63.1563,145.381,702.15,-152.018,84.0366,708.553,-226.486,100.491,720.456,-305.521,100.194
732,0,567.495,133.763,61.493,671.528,91.4341,40.054,491.23,103.595,121.332,667.335,45.8178,87.7156,611.257,61.7475,115.054,517.409,-63.1739,145.338,702.166,-151.995,84.0727,708.526,-226.504,100.425,720.438,-305.515,100.14
733,0,567.485,133.725,61.5087,671.562,91.4478,40.0672,491.243,103.619,121.331,667.356,45.8133,87.6883,611.257,61.7484,115.054,517.425,-63.2049,145.336,702.189,-152.007,84.0159,708.559,-226.49,100.454,720.434,-305.534,100.119
734,0,567.5,133.719,61.4946,671.578,91.4369,40.0559,491.262,103.589,121.34,667.356,45.7838,87.6693,611.257,61.7482,115.054,517.442,-63.1828,145.366,702.194,-152.032,83.9995,708.591,-226.514,100.476,720.452,-305.55,100.15
735,0,567.5,133.714,61.4963,671.55,91.3965,40.0257,491.247,103.541,121.318,667.355,45.784,87.6727,611.278,61.7095,114.984,517.426,-63.2051,145.335,702.193,-152.032,84.0005,708.591,-226.511,100.442,720.467,-305.546,100.152
736,0,567.482,133.693,61.4616,671.544,91.4201,40.0386,491.236,103.523,121.258,667.358,45.7831,87.6665,611.277,61.7092,114.985,517.424,-63.1991,145.306,702.175,-152.022,84.0246,708.577,-226.518,100.42,720.466,-305.547,100.132
737,0,567.455,133.718,61.4284,671.497,91.4321,39.9826,491.195,103.526,121.225,667.358,45.8128,87.7285,611.259,61.7463,115.053,517.41,-63.2047,145.281,702.172,-152.032,83.9447,708.572,-226.492,100.434,720.462,-305.56,100.084
738,0,567.438,133.713,61.4088,671.515,91.4285,39.9621,491.185,103.546,121.274,667.338,45.8165,87.7141,611.24,61.7522,115.053,517.378,-63.2001,145.309,702.172,-152.028,83.9467,708.571,-226.493,100.435,720.478,-305.529,100.124
739,0,567.458,133.7,61.4523,671.501,91.3999,40.0295,491.186,103.53,121.265,667.298,45.8085,87.7197,611.258,61.7467,115.054,517.38,-63.2042,145.339,702.17,-152.016,84.0594,708.585,-226.474,100.51,720.464,-305.548,100.175
740,0,567.475,133.722,61.4851,671.52,91.3988,40.0483,491.222,103.546,121.311,667.353,45.7639,87.6971,611.255,61.6955,115.02,517.396,-63.1851,145.37,702.178,-152.014,84.0738,708.602,-226.499,100.535,720.48,-305.537,100.203
741,0,567.485,133.725,61.5087,671.539,91.453,40.1202,491.233,103.552,121.328,667.357,45.7841,87.7144,611.259,61.7159,115.032,517.421,-63.2038,145.365,702.21,-151.998,84.0879,708.606,-226.477,100.55,720.501,-305.526,100.122
742,0,567.491,133.715,61.4749,671.529,91.4438,40.0984,491.222,103.54,121.322,667.339,45.7966,87.6908,611.276,61.7101,115.034,517.421,-63.2041,145.364,702.195,-151.981,84.0866,708.607,-226.47,100.501,720.52,-305.536,100.112
743,0,567.471,133.687,61.4394,671.514,91.4271,40.0337,491.205,103.523,121.258,667.338,45.7877,87.736,611.276,61.7414,115.053,517.41,-63.1959,145.36,702.191,-151.999,84.0643,708.607,-226.506,100.477,720.517,-305.536,100.119
744,0,567.473,133.69,61.4418,671.516,91.3922,40.019,491.201,103.531,121.265,667.334,45.8189,87.7634,611.258,61.7464,115.053,517.394,-63.2173,145.328,702.191,-152.003,84.0622,708.586,-226.472,100.496,720.46,-305.516,100.193
745,0,567.471,133.694,61.413,671.501,91.402,40.0306,491.199,103.55,121.28,667.354,45.8149,87.738,611.259,61.7456,115.053,517.388,-63.2115,145.326,702.193,-152.003,84.0613,708.581,-226.466,100.496,720.452,-305.515,100.206
746,0,567.471,133.694,61.413,671.531,91.4115,40.0518,491.202,103.528,121.264,667.334,45.8189,87.7634,611.258,61.7473,115.053,517.399,-63.188,145.376,702.193,-152.001,84.0623,708.583,-226.49,100.529,720.456,-305.547,100.183
747,0,567.477,133.658,61.3894,671.533,91.375,39.9931,491.202,103.505,121.312,667.314,45.7527,87.7356,611.235,61.7007,115.094,517.363,-63.2257,145.342,702.197,-152.022,84.0491,708.586,-226.499,100.522,720.463,-305.545,100.151
748,0,567.474,133.65,61.4098,671.516,91.4054,40.0554,491.191,103.516,121.293,667.331,45.799,87.7494,611.236,61.6996,115.093,517.395,-63.2035,145.37,702.183,-152.003,84.0493,708.586,-226.524,100.47,720.486,-305.552,100.128
749,0,567.458,133.698,61.4524,671.516,91.4207,40.0641,491.207,103.502,121.278,667.315,45.7814,87.7021,611.236,61.7298,115.065,517.406,-63.1951,145.387,702.191,-151.995,84.0664,708.584,-226.474,100.499,720.491,-305.51,100.216
750,0,567.474,133.718,61.4847,671.521,91.3958,40.0476,491.208,103.534,121.323,667.334,45.8187,87.76,611.237,61.7006,115.093,517.389,-63.1823,145.403,702.203,-151.976,84.1022,708.603,-226.444,100.542,720.492,-305.506,100.178
751,0,567.49,133.71,61.4748,671.521,91.3958,40.0476,491.206,103.521,121.292,667.319,45.7715,87.6986,611.258,61.7154,115.033,517.406,-63.1961,145.388,702.208,-152.001,84.0865,708.607,-226.47,100.518,720.509,-305.515,100.194
752,0,567.475,133.722,61.4851,671.516,91.4228,40.0662,491.209,103.548,121.329,667.334,45.8187,87.76,611.238,61.7537,115.102,517.406,-63.1951,145.387,702.191,-151.998,84.0646,708.602,-226.447,100.559,720.514,-305.518,100.145
753,0,567.461,133.662,61.4249,671.516,91.4099,40.0578,491.191,103.514,121.291,667.315,45.7515,87.6846,611.236,61.7009,115.094,517.369,-63.2125,145.321,702.167,-151.996,84.0716,708.577,-226.504,100.528,720.501,-305.543,100.116
754,0,567.46,133.663,61.4228,671.506,91.3624,40.0059,491.178,103.467,121.27,667.313,45.7529,87.7307,611.237,61.7006,115.093,517.373,-63.2517,145.297,702.196,-152.023,84.0491,708.592,-226.514,100.471,720.495,-305.54,100.129
755,0,567.46,133.66,61.4244,671.502,91.3876,40.0244,491.177,103.493,121.258,667.316,45.7513,87.6813,611.236,61.7014,115.094,517.384,-63.2393,145.3,702.191,-152.003,84.0622,708.571,-226.511,100.422,720.499,-305.544,100.098
756,0,567.479,133.671,61.4257,671.501,91.4022,40.0308,491.189,103.487,121.252,667.317,45.7799,87.7005,611.218,61.7075,115.093,517.385,-63.222,145.309,702.181,-152.025,83.9955,708.573,-226.492,100.437,720.496,-305.552,100.105
757,0,567.464,133.678,61.4378,671.501,91.4017,40.0315,491.186,103.516,121.324,667.339,45.8169,87.7568,611.236,61.7012,115.094,517.386,-63.229,145.338,702.197,-152,84.0326,708.606,-226.49,100.476,720.517,-305.559,100.101
758,0,567.464,133.681,61.4363,671.52,91.3972,40.0474,491.191,103.517,121.294,667.319,45.7717,87.7385,611.218,61.6846,115.048,517.384,-63.2242,145.309,702.179,-151.994,84.0555,708.6,-226.486,100.473,720.532,-305.528,100.137
759,0,567.477,133.697,61.4672,671.516,91.4116,40.0598,491.206,103.505,121.282,667.315,45.7523,87.7292,611.237,61.6999,115.093,517.4,-63.2028,145.34,702.192,-151.999,84.0645,708.607,-226.445,100.481,720.532,-305.527,100.107
760,0,567.457,133.654,61.424,671.501,91.3903,40.0253,491.211,103.481,121.264,667.315,45.7523,87.7292,611.237,61.7006,115.093,517.394,-63.2313,145.319,702.196,-151.994,84.037,708.598,-226.496,100.436,720.514,-305.518,100.145
761,0,567.46,133.661,61.4256,671.501,91.3651,40.0373,491.192,103.459,121.262,667.315,45.7515,87.6846,611.236,61.7008,115.094,517.374,-63.2513,145.295,702.176,-152.016,84.0286,708.576,-226.517,100.414,720.482,-305.537,100.122
762,0,567.448,133.647,61.3955,671.486,91.3425,40.0027,491.189,103.489,121.255,667.315,45.7522,87.726,611.217,61.716,115.069,517.336,-63.2281,145.313,702.156,-152.022,84.0038,708.571,-226.492,100.435,720.46,-305.522,100.165
763,0,567.442,133.694,61.3903,671.487,91.3781,39.9954,491.169,103.538,121.255,667.318,45.8014,87.7161,611.221,61.7344,115.033,517.334,-63.2243,145.284,702.156,-152.009,83.9759,708.527,-226.486,100.447,720.427,-305.548,100.086
764,0,567.472,133.71,61.4202,671.499,91.4047,39.9981,491.204,103.567,121.26,667.317,45.802,87.7177,611.22,61.735,115.034,517.348,-63.1615,145.338,702.132,-152.019,84.01,708.494,-226.467,100.487,720.404,-305.497,100.206
765,0,567.503,133.724,61.438,671.521,91.4223,40.035,491.201,103.574,121.25,667.317,45.7503,87.6335,611.222,61.7333,114.984,517.348,-63.1618,145.338,702.15,-151.989,84.093,708.494,-226.488,100.523,720.346,-305.519,100.231
766,0,567.517,133.724,61.4211,671.533,91.4064,40.034,491.216,103.635,121.281,667.317,45.7508,87.6766,611.222,61.7346,115.032,517.349,-63.1633,145.335,702.112,-152.053,84.0604,708.432,-226.501,100.543,720.325,-305.518,100.244
767,0,567.528,133.766,61.4698,671.547,91.4267,40.0317,491.251,103.682,121.261,667.325,45.798,87.7028,611.263,61.7653,115.017,517.37,-63.1262,145.347,702.084,-152.022,84.05,708.375,-226.479,100.573,720.264,-305.525,100.224
768,0,567.542,133.778,61.4222,671.578,91.4385,40.0578,491.269,103.743,121.262,667.358,45.783,87.6662,611.284,61.7775,114.983,517.366,-63.0908,145.32,702.094,-152.046,84.0057,708.361,-226.498,100.494,720.239,-305.531,100.206
769,0,567.549,133.813,61.4375,671.599,91.4466,40.0073,491.286,103.769,121.243,667.356,45.8133,87.6883,611.319,61.8191,115.071,517.367,-63.0751,145.328,702.084,-152.026,84.0468,708.36,-226.501,100.511,720.222,-305.552,100.192
770,0,567.568,133.808,61.4307,671.59,91.471,40.0587,491.27,103.767,121.219,667.355,45.8139,87.6901,611.302,61.803,115.026,517.377,-63.0628,145.333,702.068,-152.051,84.0105,708.302,-226.482,100.566,720.192,-305.52,100.305
771,0,567.572,133.803,61.4249,671.6,91.4365,40.0031,491.29,103.789,121.225,667.355,45.8139,87.6901,611.283,61.8068,115.004,517.346,-63.0414,145.368,702.042,-152.059,84.0464,708.264,-226.514,100.552,720.136,-305.579,100.221
772,0,567.567,133.805,61.4324,671.615,91.4251,39.99,491.281,103.836,121.224,667.355,45.8134,87.6519,611.301,61.8039,114.978,517.346,-63.0411,145.369,702.049,-152.093,83.9893,708.246,-226.503,100.567,720.117,-305.572,100.247
773,0,567.553,133.827,61.4137,671.576,91.4847,40.02,491.285,103.884,121.253,667.336,45.7979,87.661,611.3,61.8341,114.999,517.331,-63.0101,145.356,702.028,-152.051,84.0328,708.227,-226.462,100.569,720.142,-305.534,100.289
774,0,567.584,133.858,61.4676,671.609,91.4639,39.9835,491.297,103.915,121.252,667.335,45.7981,87.6647,611.263,61.843,115.024,517.317,-62.999,145.384,702.026,-152.059,84.0645,708.19,-226.479,100.612,720.095,-305.534,100.273
775,0,567.582,133.867,61.4738,671.605,91.4821,40.0501,491.301,103.917,121.226,667.354,45.8142,87.7054,611.287,61.859,115.01,517.311,-62.9776,145.395,702.002,-152.051,84.1041,708.145,-226.472,100.637,720.046,-305.59,100.218
776,0,567.601,133.87,61.4044,671.624,91.4774,40.0645,491.337,103.979,121.248,667.354,45.8143,87.6986,611.303,61.8526,115.012,517.341,-62.9541,145.413,702,-152.061,84.0568,708.115,-226.487,100.644,720.038,-305.598,100.19
777,0,567.627,133.905,61.4259,671.653,91.4875,40.0509,491.335,104.021,121.248,667.376,45.8058,87.6388,611.303,61.8534,115.012,517.337,-62.9317,145.406,701.985,-152.085,83.9978,708.115,-226.485,100.616,720.032,-305.572,100.202
778,0,567.612,133.901,61.4024,671.651,91.4894,40.0171,491.345,104.023,121.192,667.373,45.81,87.6206,611.303,61.8826,114.985,517.339,-62.9288,145.404,701.966,-152.076,84.0098,708.08,-226.486,100.623,719.993,-305.581,100.231
779,0,567.631,133.88,61.3882,671.642,91.4676,39.9516,491.34,104.052,121.177,667.357,45.8126,87.6466,611.305,61.8822,114.983,517.284,-62.9295,145.355,701.957,-152.125,83.9559,708.017,-226.533,100.592,719.954,-305.609,100.213
780,0,567.598,133.913,61.4319,671.646,91.4456,39.9357,491.361,104.061,121.134,667.339,45.7961,87.5991,611.309,61.9022,114.995,517.268,-62.901,145.378,701.962,-152.074,84.0387,708.002,-226.52,100.6,719.942,-305.615,100.183
781,0,567.614,133.906,61.3436,671.642,91.4722,39.954,491.358,104.099,121.159,667.339,45.7958,87.5938,611.309,61.9027,114.995,517.267,-62.904,145.379,701.921,-152.102,84.0053,708.016,-226.535,100.572,719.937,-305.597,100.225
782,0,567.623,133.933,61.4126,671.642,91.4699,39.9528,491.369,104.146,121.176,667.373,45.8102,87.6258,611.327,61.8986,114.97,517.293,-62.8733,145.414,701.956,-152.084,84.0189,708.001,-226.52,100.581,719.922,-305.582,100.222
783,0,567.637,133.951,61.4423,671.657,91.488,39.9873,491.399,104.146,121.14,667.376,45.8303,87.6502,611.345,61.9458,115.035,517.279,-62.8567,145.427,701.937,-152.079,84.0407,707.967,-226.499,100.599,719.91,-305.598,100.232
784,0,567.669,133.952,61.3886,671.657,91.4895,39.9876,491.396,104.154,121.101,667.377,45.8297,87.6384,611.328,61.9305,114.989,517.287,-62.8371,145.456,701.923,-152.066,84.0863,707.951,-226.487,100.622,719.893,-305.604,100.223
785,0,567.634,133.956,61.4127,671.657,91.4895,39.9872,491.396,104.154,121.1,667.36,45.8327,87.66,611.345,61.9465,115.035,517.276,-62.8634,145.429,701.908,-152.094,84.0468,707.968,-226.522,100.633,719.864,-305.615,100.228
786,0,567.635,133.974,61.3819,671.642,91.4702,39.9545,491.396,104.154,121.101,667.355,45.7938,87.5888,611.327,61.9294,114.991,517.283,-62.8408,145.374,701.906,-152.087,84.0173,707.958,-226.55,100.56,719.856,-305.625,100.205
787,0,567.653,133.941,61.3135,671.647,91.4721,39.9244,491.399,104.189,121.106,667.375,45.8085,87.5739,611.327,61.9272,114.942,517.266,-62.8599,145.344,701.907,-152.092,84.0485,707.934,-226.54,100.588,719.864,-305.617,100.226
788,0,567.667,133.955,61.3469,671.665,91.4644,39.8999,491.408,104.16,121.115,667.374,45.8097,87.624,611.345,61.8919,114.971,517.292,-62.84,145.426,701.906,-152.088,84.0516,707.95,-226.568,100.565,719.864,-305.615,100.228
789,0,567.647,133.914,61.3404,671.642,91.473,39.9549,491.403,104.123,121.124,667.375,45.8085,87.5734,611.367,61.9271,115.029,517.305,-62.8483,145.441,701.94,-152.116,84.0131,707.95,-226.551,100.58,719.881,-305.626,100.217
790,0,567.624,133.902,61.3921,671.657,91.4916,39.9887,491.397,104.068,121.148,667.373,45.8099,87.6279,611.363,61.9085,115.016,517.328,-62.8983,145.421,701.963,-152.077,84.0716,708,-226.525,100.612,719.918,-305.604,100.241
791,0,567.596,133.858,61.4043,671.616,91.4633,39.9844,491.324,103.962,121.19,667.338,45.7964,87.6059,611.306,61.8535,114.962,517.299,-62.9158,145.421,701.969,-152.077,84.0431,708.095,-226.499,100.638,719.993,-305.585,100.232
792,0,567.558,133.861,61.4734,671.577,91.4656,40.0401,491.281,103.888,121.258,667.32,45.7995,87.6159,611.264,61.8214,114.978,517.284,-62.9798,145.423,702.024,-152.064,84.0629,708.143,-226.474,100.615,720.095,-305.538,100.268
793,0,567.528,133.805,61.466,671.523,91.425,39.9993,491.242,103.803,121.276,667.299,45.8074,87.6638,611.224,61.7819,115.019,517.264,-63.0327,145.393,702.031,-152.049,84.0066,708.232,-226.49,100.601,720.141,-305.581,100.191
794,0,567.484,133.761,61.4483,671.519,91.4252,40.0318,491.227,103.718,121.293,667.279,45.7903,87.6715,611.224,61.7821,115.019,517.289,-63.0708,145.443,702.026,-152.047,84.037,708.263,-226.514,100.565,720.178,-305.561,100.194
795,0,567.512,133.743,61.4392,671.519,91.4265,40.0339,491.234,103.69,121.306,667.3,45.8072,87.6755,611.224,61.7826,115.018,517.303,-63.125,145.368,702.051,-152.049,84.0302,708.314,-226.504,100.51,720.228,-305.55,100.158
796,0,567.513,133.749,61.436,671.55,91.4247,40.013,491.243,103.653,121.272,667.319,45.8005,87.6856,611.263,61.7656,115.016,517.304,-63.1112,145.375,702.073,-152.058,83.978,708.346,-226.524,100.456,720.267,-305.526,100.205
797,0,567.513,133.748,61.438,671.522,91.3912,39.9885,491.232,103.664,121.232,667.316,45.8024,87.7329,611.24,61.7603,114.98,517.303,-63.1259,145.369,702.068,-152.057,84.0072,708.346,-226.545,100.471,720.249,-305.55,100.193
798,0,567.511,133.744,61.437,671.506,91.4016,39.9994,491.211,103.659,121.263,667.299,45.8077,87.6773,611.222,61.7337,114.985,517.302,-63.1239,145.372,702.069,-152.053,84.0087,708.346,-226.545,100.465,720.263,-305.539,100.242
799,0,567.509,133.741,61.4361,671.525,91.4256,40.0019,491.214,103.64,121.251,667.317,45.8013,87.6841,611.245,61.7796,114.992,517.319,-63.1343,145.343,702.096,-152.047,84.0475,708.368,-226.512,100.518,720.268,-305.525,100.201
800,0,567.514,133.751,61.4377,671.549,91.4317,39.968,491.257,103.668,121.328,667.353,45.8148,87.7072,611.264,61.7966,115.036,517.381,-63.1253,145.331,702.132,-152.042,83.9966,708.42,-226.51,100.483,720.299,-305.515,100.229
801,0,567.532,133.742,61.4529,671.577,91.4354,40.0527,491.26,103.646,121.313,667.355,45.7842,87.6779,611.278,61.7406,115.004,517.382,-63.1538,145.374,702.151,-152.037,84.0209,708.491,-226.518,100.462,720.346,-305.555,100.193
802,0,567.52,133.719,61.4506,671.562,91.4149,40.0182,491.263,103.602,121.347,667.356,45.7836,87.6659,611.277,61.7102,115.033,517.385,-63.1746,145.362,702.131,-152.066,84.0128,708.505,-226.531,100.427,720.371,-305.563,100.135
803,0,567.514,133.739,61.4662,671.547,91.3962,39.9837,491.24,103.611,121.303,667.356,45.8133,87.6883,611.259,61.7458,115.004,517.364,-63.1683,145.314,702.156,-152.022,84.0039,708.474,-226.546,100.419,720.371,-305.597,100.117
804,0,567.494,133.75,61.4463,671.515,91.4111,40.0217,491.222,103.624,121.318,667.336,45.8206,87.6871,611.263,61.7659,115.017,517.347,-63.1556,145.329,702.143,-152.035,84.0133,708.472,-226.508,100.459,720.373,-305.53,100.218
805,0,567.484,133.712,61.4134,671.513,91.412,39.987,491.226,103.6,121.301,667.338,45.8166,87.7216,611.26,61.7448,115.003,517.364,-63.1681,145.314,702.135,-152.016,84.0549,708.499,-226.532,100.513,720.382,-305.547,100.286
806,0,567.491,133.716,61.4143,671.519,91.4222,40.0301,491.216,103.595,121.285,667.322,45.7699,87.665,611.239,61.7504,115.079,517.363,-63.1561,145.361,702.131,-152.054,84.0644,708.533,-226.541,100.585,720.367,-305.559,100.322
807,0,567.512,133.72,61.4126,671.538,91.4193,40.0109,491.235,103.567,121.262,667.339,45.7964,87.6577,611.258,61.7463,115.006,517.4,-63.1972,145.309,702.147,-152.033,84.1353,708.525,-226.518,100.582,720.394,-305.575,100.235
808,0,567.512,133.718,61.4155,671.529,91.4314,40.0537,491.244,103.572,121.278,667.354,45.785,87.7205,611.258,61.7163,115.034,517.395,-63.2037,145.369,702.176,-152.033,84.1047,708.554,-226.553,100.5,720.402,-305.572,100.206
809,0,567.509,133.705,61.4368,671.54,91.4172,40.0709,491.242,103.566,121.335,667.375,45.7776,87.7103,611.238,61.7215,115.108,517.395,-63.204,145.369,702.154,-151.995,84.1322,708.558,-226.555,100.469,720.443,-305.546,100.155
810,0,567.499,133.715,61.4943,671.535,91.417,40.1027,491.232,103.559,121.318,667.372,45.8093,87.7887,611.275,61.7421,115.102,517.39,-63.1747,145.354,702.176,-152.018,84.1206,708.542,-226.5,100.473,720.439,-305.516,100.176
811,0,567.53,133.69,61.4625,671.521,91.4369,40.1005,491.21,103.541,121.284,667.336,45.796,87.77,611.24,61.7315,115.056,517.377,-63.1828,145.36,702.159,-152.006,84.1319,708.504,-226.499,100.543,720.384,-305.521,100.216
812,0,567.489,133.708,61.4743,671.535,91.4151,40.1009,491.219,103.519,121.239,667.372,45.7794,87.771,611.239,61.7518,115.127,517.394,-63.2028,145.35,702.17,-152.023,84.0553,708.517,-226.524,100.525,720.404,-305.538,100.249
813,0,567.496,133.72,61.4648,671.54,91.3902,40.0845,491.222,103.54,121.321,667.357,45.7588,87.7457,611.257,61.7154,115.107,517.416,-63.2156,145.328,702.17,-152.036,84.0482,708.573,-226.527,100.511,720.453,-305.552,100.204
